ID,scaffold,start,end,df_Initial.Treatment,df_Residuals,sumsq_Initial.Treatment,sumsq_Residuals,meansq_Initial.Treatment,meansq_Residuals,statistic_Initial.Treatment,statistic_Residuals,p.value_Initial.Treatment,p.value_Residuals
Scaffold_02:11503153-11503449,Scaffold_02,11503153,11503449,2,8,0.314481209524806,0.669916022629222,0.157240604762403,0.0837395028286528,1.87773511247312,NA,0.214486481365492,NA
Scaffold_09:2166600-2166968,Scaffold_09,2166600,2166968,2,9,0.00657005242291465,0.0161067147623567,0.00328502621145733,0.00178963497359519,1.83558449623839,NA,0.214494528728772,NA
Scaffold_03:28868107-28868162,Scaffold_03,28868107,28868162,2,7,0.59832726013643,1.0866288530201,0.299163630068215,0.155232693288585,1.92719474055671,NA,0.215389355344762,NA
Scaffold_07:34059848-34060335,Scaffold_07,34059848,34060335,2,9,0.291869210600439,0.72290046085737,0.14593460530022,0.0803222734285967,1.81686348096148,NA,0.217369998346267,NA
Scaffold_09:7669346-7669591,Scaffold_09,7669346,7669591,2,9,0.245369886719305,0.61059371679334,0.122684943359653,0.0678437463103711,1.80834564763559,NA,0.218693888413553,NA
Scaffold_02:7175373-7175414,Scaffold_02,7175373,7175414,2,7,0.435588838903471,0.809649108667228,0.217794419451736,0.115664158381033,1.88298970485096,NA,0.221643874312661,NA
Scaffold_03:52251370-52251624,Scaffold_03,52251370,52251624,2,9,0.114397753545906,0.288770383608001,0.0571988767729531,0.0320855981786668,1.78269628804937,NA,0.222740410165324,NA
Scaffold_03:30714484-30714623,Scaffold_03,30714484,30714623,2,8,0.0660567622981258,0.14500290981609,0.0330283811490629,0.0181253637270112,1.82221894393449,NA,0.222784941836723,NA
Scaffold_06:45791165-45791251,Scaffold_06,45791165,45791251,2,9,0.538646143930197,1.36188889579686,0.269323071965099,0.151320988421873,1.77981306343469,NA,0.223200976538279,NA
Scaffold_01:76857208-76857275,Scaffold_01,76857208,76857275,2,9,0.170735785104753,0.432288768234392,0.0853678925523765,0.0480320853593769,1.77730972772996,NA,0.223601803773013,NA
Scaffold_15:19150262-19150333,Scaffold_15,19150262,19150333,2,9,0.0572172018645068,0.145579336508343,0.0286086009322534,0.0161754818342603,1.7686397985165,NA,0.224996826045193,NA
Scaffold_09:32890735-32891070,Scaffold_09,32890735,32891070,2,9,0.57450120779484,1.46926532458807,0.28725060389742,0.163251702732008,1.7595565564726,NA,0.226469779475283,NA
Scaffold_03:44678531-44678629,Scaffold_03,44678531,44678629,2,9,0.675488401974895,1.73322696178184,0.337744200987448,0.192580773531316,1.75377943911169,NA,0.227412739888637,NA
Scaffold_17:14588994-14589329,Scaffold_17,14588994,14589329,2,9,0.407612083775367,1.0492282341351,0.203806041887684,0.1165809149039,1.74819387938142,NA,0.228329000245009,NA
Scaffold_15:36811287-36811400,Scaffold_15,36811287,36811400,2,9,0.1251302594258,0.323957422115021,0.0625651297128998,0.0359952691238912,1.73814868552749,NA,0.229988204862195,NA
Scaffold_06:46971839-46971912,Scaffold_06,46971839,46971912,2,8,0.264381493170135,0.595943516043128,0.132190746585068,0.074492939505391,1.77454061368462,NA,0.230234395336621,NA
Scaffold_04:10777789-10777870,Scaffold_04,10777789,10777870,2,9,0.0805482105115167,0.209026198799433,0.0402741052557584,0.023225133199937,1.73407424228971,NA,0.230665395731106,NA
Scaffold_11:37733800-37733974,Scaffold_11,37733800,37733974,2,9,0.293764555476926,0.764878749868311,0.146882277738463,0.0849865277631457,1.72830072723783,NA,0.231629158580739,NA
Scaffold_10:9759483-9759616,Scaffold_10,9759483,9759616,2,8,0.486152668820674,1.11078844622299,0.243076334410337,0.138848555777873,1.75065799603422,NA,0.234082962715364,NA
Scaffold_15:15449569-15449932,Scaffold_15,15449569,15449932,2,9,0.262489592072759,0.692242311983225,0.13124479603638,0.0769158124425806,1.70634349256022,NA,0.235339689147035,NA
Scaffold_16:24876460-24876819,Scaffold_16,24876460,24876819,2,9,0.469037338474219,1.24710793532606,0.23451866923711,0.138567548369562,1.69245015876044,NA,0.237725064039759,NA
Scaffold_01:8174601-8174815,Scaffold_01,8174601,8174815,2,9,0.430254852641013,1.15772369462298,0.215127426320507,0.12863596606922,1.67237385386249,NA,0.241224441090437,NA
Scaffold_03:33874226-33874284,Scaffold_03,33874226,33874284,2,7,1.04339308198277,2.11108673583273,0.521696540991383,0.301583819404676,1.72985587231175,NA,0.24520207079087,NA
Scaffold_14:3377776-3377954,Scaffold_14,3377776,3377954,2,9,0.153322405121159,0.418933082783984,0.0766612025605796,0.0465481203093316,1.64692370070229,NA,0.245751462495552,NA
Scaffold_05:1887385-1887481,Scaffold_05,1887385,1887481,2,9,0.281801954899015,0.780013295664991,0.140900977449508,0.0866681439627768,1.62575279689875,NA,0.249596626118259,NA
Scaffold_16:11800101-11800196,Scaffold_16,11800101,11800196,2,8,0.262905375264514,0.634385722674379,0.131452687632257,0.0792982153342974,1.65770045489791,NA,0.249850466530604,NA
Scaffold_10:6129563-6129876,Scaffold_10,6129563,6129876,2,9,0.46654549617812,1.29311930070562,0.23327274808906,0.143679922300625,1.62355842315239,NA,0.249999371254486,NA
Scaffold_07:38285921-38287011,Scaffold_07,38285921,38287011,2,9,0.255155901894345,0.70869655205117,0.127577950947173,0.0787440613390189,1.62015965112477,NA,0.250624735102975,NA
Scaffold_14:14406132-14406260,Scaffold_14,14406132,14406260,2,9,0.274842134094433,0.764802836792028,0.137421067047217,0.0849780929768919,1.61713521959813,NA,0.251182829778573,NA
Scaffold_13:32023810-32024111,Scaffold_13,32023810,32024111,2,9,0.376881678191024,1.05061281127474,0.188440839095512,0.116734756808304,1.61426505907713,NA,0.251713862334159,NA
Scaffold_08:2644666-2644786,Scaffold_08,2644666,2644786,2,9,0.162765858227091,0.455939323106124,0.0813829291135454,0.0506599247895694,1.60645578238801,NA,0.25316568355238,NA
Scaffold_16:803124-803311,Scaffold_16,803124,803311,2,9,0.116434496744548,0.326423341401804,0.0582172483722741,0.036269260155756,1.60514022404273,NA,0.253411265020199,NA
Scaffold_18:24267782-24267803,Scaffold_18,24267782,24267803,2,9,0.0425565553260641,0.119460475086938,0.021278277663032,0.0132733861207709,1.60307833053502,NA,0.253796754456553,NA
Scaffold_13:39204662-39205378,Scaffold_13,39204662,39205378,2,9,0.032233559839215,0.0906463740635299,0.0161167799196075,0.0100718193403922,1.60018556478396,NA,0.254338791787266,NA
Scaffold_02:618173-618360,Scaffold_02,618173,618360,2,9,0.0183986534631081,0.0521035402348905,0.00919932673155404,0.00578928224832117,1.58902716035684,NA,0.256442918831293,NA
Scaffold_14:1846735-1847317,Scaffold_14,1846735,1847317,2,9,0.278979583776462,0.794299150548602,0.139489791888231,0.0882554611720669,1.58052306379404,NA,0.258060825063087,NA
Scaffold_09:20644754-20645025,Scaffold_09,20644754,20645025,2,8,0.426601642036775,1.06277679035948,0.213300821018388,0.132847098794935,1.60561143565237,NA,0.25926745430879,NA
Scaffold_02:56835195-56835319,Scaffold_02,56835195,56835319,2,9,0.272472448125082,0.780373268997319,0.136236224062541,0.0867081409997021,1.57120453156768,NA,0.259848027283543,NA
Scaffold_01:39293128-39293213,Scaffold_01,39293128,39293213,2,9,0.0249707748657522,0.0722932103727592,0.0124853874328761,0.00803257893030658,1.5543435727434,NA,0.263120405472346,NA
Scaffold_17:15042073-15042368,Scaffold_17,15042073,15042368,2,9,0.354973575004783,1.03287122808222,0.177486787502391,0.114763469786913,1.54654427782586,NA,0.264651124292193,NA
Scaffold_05:34222395-34222500,Scaffold_05,34222395,34222500,2,7,0.936084097072023,2.05257095315081,0.468042048536012,0.293224421878688,1.5961905408058,NA,0.268459238707678,NA
Scaffold_01:85926849-85926951,Scaffold_01,85926849,85926951,2,9,0.0856358410844826,0.253912825334422,0.0428179205422413,0.0282125361482691,1.51769129571388,NA,0.270409372226273,NA
Scaffold_10:6443714-6443786,Scaffold_10,6443714,6443786,2,7,0.836687649801184,1.87198020400225,0.418343824900592,0.267425743428893,1.56433640058975,NA,0.274415882534844,NA
Scaffold_12:15551282-15551457,Scaffold_12,15551282,15551457,2,9,0.351072695627705,1.05936816218736,0.175536347813853,0.117707573576373,1.49129187256552,NA,0.275812639438064,NA
Scaffold_11:14396060-14396440,Scaffold_11,14396060,14396440,2,9,0.0506456988827773,0.154206755362788,0.0253228494413887,0.0171340839291987,1.47792257502809,NA,0.278599303099805,NA
Scaffold_05:33340646-33340800,Scaffold_05,33340646,33340800,2,9,0.196692221041159,0.602892305821392,0.0983461105205794,0.0669880339801547,1.46811459714902,NA,0.280665557464642,NA
Scaffold_01:73328802-73328879,Scaffold_01,73328802,73328879,2,9,0.000622539788046242,0.00191092033324663,0.000311269894023121,0.000212324481471848,1.46601038121171,NA,0.281111291696936,NA
Scaffold_17:19662859-19662896,Scaffold_17,19662859,19662896,2,9,0.107718857697805,0.331662424964075,0.0538594288489025,0.0368513805515639,1.46153083121378,NA,0.282063075835789,NA
Scaffold_17:29113086-29113441,Scaffold_17,29113086,29113441,2,9,0.398610905945564,1.22803174871568,0.199305452972782,0.13644797207952,1.46066995306189,NA,0.282246440280524,NA
Scaffold_10:16060623-16061137,Scaffold_10,16060623,16061137,2,9,0.0792233994024681,0.24412886546911,0.039611699701234,0.0271254294965677,1.4603160368851,NA,0.282321865614409,NA
Scaffold_07:25122191-25122270,Scaffold_07,25122191,25122270,2,9,0.428471522063228,1.32810379613145,0.214235761031614,0.14756708845905,1.45178551172042,NA,0.284147335902638,NA
Scaffold_01:2389642-2389714,Scaffold_01,2389642,2389714,2,9,0.0964770311953007,0.29988593065423,0.0482385155976503,0.0333206589615812,1.44770593082416,NA,0.285025434836504,NA
Scaffold_04:10766913-10766936,Scaffold_04,10766913,10766936,2,9,0.489629337072787,1.52825513959789,0.244814668536393,0.169806126621988,1.44173048055789,NA,0.286317600257833,NA
Scaffold_02:29903626-29904049,Scaffold_02,29903626,29904049,2,9,0.310553802176751,0.970701160322694,0.155276901088376,0.107855684480299,1.43967285393046,NA,0.286764209685415,NA
Scaffold_08:5739449-5739604,Scaffold_08,5739449,5739604,2,9,0.277389386973296,0.870457071896042,0.138694693486648,0.0967174524328936,1.43401930052779,NA,0.28799570870473,NA
Scaffold_08:11051312-11051457,Scaffold_08,11051312,11051457,2,8,0.80881108698888,2.22418790617406,0.40440554349444,0.278023488271758,1.45457330245115,NA,0.289199032262298,NA
Scaffold_08:6778626-6778686,Scaffold_08,6778626,6778686,2,6,0.303354851713169,0.594578638968639,0.151677425856584,0.0990964398281065,1.53060418840157,NA,0.290332328848202,NA
Scaffold_15:36488159-36488244,Scaffold_15,36488159,36488244,2,9,0.273842354982198,0.868721762562708,0.136921177491099,0.0965246402847454,1.41851010360862,NA,0.291407377121374,NA
Scaffold_06:28105341-28105902,Scaffold_06,28105341,28105902,2,9,0.0715641818473051,0.227344084063592,0.0357820909236526,0.0252604537848435,1.41652605406171,NA,0.291847378105685,NA
Scaffold_12:8875763-8875845,Scaffold_12,8875763,8875845,2,9,0.181976540875184,0.579763605117037,0.0909882704375919,0.0644181783463374,1.41246264289566,NA,0.29275105459705,NA
Scaffold_12:19797331-19798063,Scaffold_12,19797331,19798063,2,9,0.380338022802303,1.21532712323714,0.190169011401152,0.135036347026349,1.40828018225378,NA,0.293684781259403,NA
Scaffold_07:30670173-30670349,Scaffold_07,30670173,30670349,2,9,0.366256995685847,1.17635443077545,0.183128497842924,0.130706047863939,1.40107134165326,NA,0.295302700770737,NA
Scaffold_07:33681003-33681033,Scaffold_07,33681003,33681033,2,8,0.582055450081982,1.64290624866721,0.291027725040991,0.205363281083402,1.41713612825849,NA,0.297276766532392,NA
Scaffold_01:37312454-37312735,Scaffold_01,37312454,37312735,2,9,0.0444816753829172,0.144601417712924,0.0222408376914586,0.0160668241903248,1.38427093170358,NA,0.299115788873065,NA
Scaffold_09:5303584-5303648,Scaffold_09,5303584,5303648,2,9,0.167231264339531,0.545358692105743,0.0836156321697654,0.0605954102339715,1.37990042227469,NA,0.30011758383021,NA
Scaffold_06:53010505-53010568,Scaffold_06,53010505,53010568,2,9,0.184471134545679,0.605040001003856,0.0922355672728397,0.0672266667782062,1.37200863426924,NA,0.301936924628147,NA
Scaffold_01:9050624-9050651,Scaffold_01,9050624,9050651,2,7,0.185877920609506,0.459916828271305,0.0929389603047528,0.0657024040387578,1.41454428744994,NA,0.304822323729725,NA
Scaffold_01:82773660-82773739,Scaffold_01,82773660,82773739,2,9,0.264663152881566,0.876375557941378,0.132331576440783,0.0973750619934864,1.35898836654538,NA,0.304968126240603,NA
Scaffold_09:29923373-29923378,Scaffold_09,29923373,29923378,2,7,0.0861091879161924,0.213439562407754,0.0430545939580962,0.0304913660582506,1.41202574774265,NA,0.305369694129257,NA
Scaffold_15:20094730-20094786,Scaffold_15,20094730,20094786,2,7,0.79479494210524,1.97052867443627,0.39739747105262,0.281504096348038,1.41169338637722,NA,0.305442022719282,NA
Scaffold_14:43618848-43619100,Scaffold_14,43618848,43619100,2,9,0.30193447612951,1.007955039308,0.150967238064755,0.111995004367555,1.34798189363248,NA,0.307559555901413,NA
Scaffold_13:43917114-43917266,Scaffold_13,43917114,43917266,2,6,0.67504900915959,1.41196086958184,0.337524504579795,0.235326811596973,1.4342798523011,NA,0.309666673469667,NA
Scaffold_04:19849971-19850528,Scaffold_04,19849971,19850528,2,9,0.161554215568512,0.54457458412082,0.0807771077842559,0.0605082871245356,1.33497594499748,NA,0.310656537262003,NA
Scaffold_09:19411279-19411381,Scaffold_09,19411279,19411381,2,9,0.182590252107609,0.619602876743063,0.0912951260538045,0.0688447640825625,1.32610122600345,NA,0.312791681551982,NA
Scaffold_03:1618487-1618630,Scaffold_03,1618487,1618630,2,9,0.326697795970091,1.1124412387298,0.163348897985046,0.123604582081089,1.32154403368221,NA,0.31389505317592,NA
Scaffold_11:28707507-28707573,Scaffold_11,28707507,28707573,2,9,0.141817225987829,0.486743045881653,0.0709086129939145,0.054082560653517,1.31111789340365,NA,0.316437338895459,NA
Scaffold_03:33873513-33873915,Scaffold_03,33873513,33873915,2,9,0.536492194172274,1.84863193908893,0.268246097086137,0.205403548787659,1.30594675052788,NA,0.317707593034669,NA
Scaffold_12:31213738-31213806,Scaffold_12,31213738,31213806,2,9,0.141363244058223,0.488849685879564,0.0706816220291115,0.054316631764396,1.30128875324413,NA,0.318857135637163,NA
Scaffold_11:44971810-44971892,Scaffold_11,44971810,44971892,2,9,0.0545811366884686,0.190017473944561,0.0272905683442343,0.0211130526605068,1.29259225480373,NA,0.321016973091665,NA
Scaffold_13:6827515-6827597,Scaffold_13,6827515,6827597,2,9,0.0554453015626937,0.193259565334213,0.0277226507813469,0.0214732850371348,1.29102979508746,NA,0.32140691381586,NA
Scaffold_14:41225273-41225478,Scaffold_14,41225273,41225478,2,8,0.11636839047138,0.355879196096556,0.0581841952356902,0.0444848995120696,1.30795384217747,NA,0.322501259392761,NA
Scaffold_03:41864066-41864319,Scaffold_03,41864066,41864319,2,9,0.0320753317232255,0.11223563232701,0.0160376658616127,0.0124706258141122,1.28603536828632,NA,0.322657254342848,NA
Scaffold_09:31147356-31147530,Scaffold_09,31147356,31147530,2,9,0.340774503754784,1.19743002399827,0.170387251877392,0.133047780444253,1.28064708263799,NA,0.324012869775599,NA
Scaffold_14:35871677-35871735,Scaffold_14,35871677,35871735,2,7,0.675372860030351,1.78438931829037,0.337686430015175,0.254912759755768,1.3247137190728,NA,0.325152976343938,NA
Scaffold_04:10766430-10766880,Scaffold_04,10766430,10766880,2,9,0.384904744289434,1.36001269694269,0.192452372144717,0.151112521882521,1.27356998445394,NA,0.325803958586945,NA
Scaffold_12:7001267-7001308,Scaffold_12,7001267,7001308,2,8,0.202794586714598,0.627565704828003,0.101397293357299,0.0784457131035003,1.29257915245816,NA,0.326265023116352,NA
Scaffold_06:5499887-5499972,Scaffold_06,5499887,5499972,2,9,0.35536963861553,1.26096712619211,0.177684819307765,0.14010745846579,1.26820385762083,NA,0.327170101752175,NA
Scaffold_02:52936490-52937039,Scaffold_02,52936490,52937039,2,9,0.110312485141747,0.391765412000528,0.0551562425708737,0.0435294902222809,1.26710058604457,NA,0.32745184688306,NA
Scaffold_12:42987603-42987705,Scaffold_12,42987603,42987705,2,9,0.0282053718118503,0.100972953948934,0.0141026859059252,0.0112192171054372,1.25701158765263,NA,0.330042103039968,NA
Scaffold_14:1831440-1832120,Scaffold_14,1831440,1832120,2,9,0.083434040056191,0.298782823023365,0.0417170200280955,0.0331980914470406,1.25660898593056,NA,0.330145985902855,NA
Scaffold_16:15789714-15789828,Scaffold_16,15789714,15789828,2,7,0.780979991292544,2.10830957478055,0.390489995646272,0.301187082111507,1.296503133231,NA,0.331895673781562,NA
Scaffold_14:2108360-2108606,Scaffold_14,2108360,2108606,2,9,0.460115407680937,1.66444010440505,0.230057703840469,0.184937789378339,1.24397347137001,NA,0.333426717937262,NA
Scaffold_10:24367929-24368009,Scaffold_10,24367929,24368009,2,9,0.156491868490434,0.566503732028499,0.078245934245217,0.0629448591142777,1.24308697082251,NA,0.333658384759351,NA
Scaffold_02:29909080-29909240,Scaffold_02,29909080,29909240,2,9,0.383513289317664,1.39632380417036,0.191756644658832,0.155147089352262,1.23596675554414,NA,0.335526245246547,NA
Scaffold_04:64472889-64473187,Scaffold_04,64472889,64473187,2,9,0.143171805933898,0.522047584193713,0.0715859029669488,0.0580052871326348,1.23412720642621,NA,0.336010893766754,NA
Scaffold_01:73000098-73000755,Scaffold_01,73000098,73000755,2,9,0.148084934879642,0.540589251453896,0.074042467439821,0.0600654723837663,1.23269599823929,NA,0.336388552483159,NA
Scaffold_11:28343014-28343566,Scaffold_11,28343014,28343566,2,9,0.0151610863925211,0.0556931997480508,0.00758054319626055,0.00618813330533898,1.22501291136056,NA,0.338424810910468,NA
Scaffold_06:10182661-10182920,Scaffold_06,10182661,10182920,2,9,0.00133440673336744,0.00492230434260652,0.000667203366683721,0.000546922704734057,1.21992259766972,NA,0.339782203382785,NA
Scaffold_14:1851375-1852266,Scaffold_14,1851375,1852266,2,9,0.239393432592426,0.885789033689156,0.119696716296213,0.0984210037432396,1.2161704488249,NA,0.340787020205572,NA
Scaffold_05:2695816-2695888,Scaffold_05,2695816,2695888,2,9,0.13902676589876,0.516444055577311,0.0695133829493802,0.0573826728419235,1.211400227746,NA,0.342069723535397,NA
Scaffold_02:3271577-3271820,Scaffold_02,3271577,3271820,2,9,0.0758567802307668,0.282885108220134,0.0379283901153834,0.031431678691126,1.2066931100976,NA,0.343341247518431,NA
Scaffold_06:44430252-44430590,Scaffold_06,44430252,44430590,2,9,0.103669345288533,0.388231897706912,0.0518346726442665,0.0431368775229903,1.20163246903165,NA,0.34471471809005,NA
Scaffold_15:35324732-35324900,Scaffold_15,35324732,35324900,2,9,0.331294504864335,1.2469020022518,0.165647252432167,0.138544666916867,1.19562344851255,NA,0.346354312984568,NA
Scaffold_05:41834054-41834186,Scaffold_05,41834054,41834186,2,9,0.0607173898508908,0.228702699202808,0.0303586949254454,0.0254114110225342,1.19468749289538,NA,0.346610550895403,NA
Scaffold_18:9065817-9065895,Scaffold_18,9065817,9065895,2,9,0.122929709077186,0.464815391252181,0.061464854538593,0.0516461545835757,1.19011483108831,NA,0.347865751335878,NA
Scaffold_05:40733834-40733937,Scaffold_05,40733834,40733937,2,7,0.189369769659384,0.541056484741098,0.0946848848296921,0.0772937835344426,1.225,NA,0.34980966959259,NA
Scaffold_17:17951333-17951363,Scaffold_17,17951333,17951363,2,7,0.255878632620835,0.731081807488101,0.127939316310418,0.104440258212586,1.225,NA,0.349809669592591,NA
Scaffold_14:41332758-41332890,Scaffold_14,41332758,41332890,2,8,0.332331002823092,1.107849065935,0.166165501411546,0.138481133241875,1.19991436755011,NA,0.350150860903775,NA
Scaffold_03:41789544-41789606,Scaffold_03,41789544,41789606,2,7,0.379689919242867,1.08777662772848,0.189844959621434,0.155396661104069,1.22167978560553,NA,0.350671359795161,NA
Scaffold_15:18079206-18079403,Scaffold_15,18079206,18079403,2,8,0.133202101562665,0.445425915633836,0.0666010507813326,0.0556782394542295,1.19617738337582,NA,0.351159233316399,NA
Scaffold_01:17807327-17807548,Scaffold_01,17807327,17807548,2,9,0.136068289290792,0.523143170238106,0.0680341446453959,0.0581270189153451,1.17043925380862,NA,0.353330519248734,NA
Scaffold_05:40834605-40834692,Scaffold_05,40834605,40834692,2,9,0.387071459730467,1.48824036344715,0.193535729865233,0.165360040383017,1.17038995283839,NA,0.353344343538016,NA
Scaffold_06:31907840-31907944,Scaffold_06,31907840,31907944,2,9,0.0353675947348195,0.137844043418095,0.0176837973674098,0.0153160048242328,1.15459596483221,NA,0.357807308220747,NA
Scaffold_02:44717870-44718511,Scaffold_02,44717870,44718511,2,9,0.235252999411969,0.918022199955998,0.117626499705985,0.102002466661778,1.15317309037255,NA,0.358212748891249,NA
Scaffold_06:36978572-36978662,Scaffold_06,36978572,36978662,2,9,0.45184271694376,1.77166669492082,0.22592135847188,0.196851854991202,1.14767198146026,NA,0.359785552846765,NA
Scaffold_18:20895697-20896138,Scaffold_18,20895697,20896138,2,9,0.273963432569635,1.07825435912792,0.136981716284817,0.119806039903102,1.14336235798802,NA,0.361023602325303,NA
Scaffold_10:22570172-22570322,Scaffold_10,22570172,22570322,2,9,0.17079882054066,0.674158139772481,0.08539941027033,0.0749064599747201,1.1400807126535,NA,0.361969832148798,NA
Scaffold_04:12563098-12563141,Scaffold_04,12563098,12563141,2,8,0.458830219362665,1.58920037480706,0.229415109681332,0.198650046850882,1.15487065479297,NA,0.362550806269562,NA
Scaffold_06:12195646-12195866,Scaffold_06,12195646,12195866,2,9,0.195722423309497,0.773982533419399,0.0978612116547484,0.0859980592688221,1.13794674538926,NA,0.362586767044057,NA
Scaffold_09:21132884-21132954,Scaffold_09,21132884,21132954,2,9,0.0622169534514103,0.248751065304173,0.0311084767257052,0.0276390072560192,1.12552800603684,NA,0.366202666246782,NA
Scaffold_07:14308252-14308258,Scaffold_07,14308252,14308258,2,8,0.619779396231843,2.17219244515129,0.309889698115922,0.271524055643911,1.14129739768739,NA,0.366394596442217,NA
Scaffold_10:9757666-9757791,Scaffold_10,9757666,9757791,2,9,0.519445199792851,2.08152588172169,0.259722599896426,0.231280653524632,1.12297589936015,NA,0.366951200295397,NA
Scaffold_15:28921825-28922098,Scaffold_15,28921825,28922098,2,8,0.0856101498837474,0.302963964715958,0.0428050749418737,0.0378704955894947,1.13030142002546,NA,0.369545942009789,NA
Scaffold_16:18255058-18255142,Scaffold_16,18255058,18255142,2,9,0.0499307431073365,0.202134062684744,0.0249653715536683,0.0224593402983049,1.11158080433701,NA,0.370316290744566,NA
Scaffold_03:32277241-32277275,Scaffold_03,32277241,32277275,2,9,0.229437881608572,0.929131201092985,0.114718940804286,0.103236800121443,1.11122139265588,NA,0.370423040968734,NA
Scaffold_15:5198454-5198611,Scaffold_15,5198454,5198611,2,8,0.346141352310175,1.23143062617688,0.173070676155087,0.153928828272109,1.1243551847815,NA,0.371264195135462,NA
Scaffold_07:11247447-11247870,Scaffold_07,11247447,11247870,2,7,0.308089356139273,0.956919117392725,0.154044678069637,0.136702731056104,1.12685881898304,NA,0.376475126172928,NA
Scaffold_17:19666333-19666414,Scaffold_17,19666333,19666414,2,6,0.335574382324479,0.888411864809006,0.167787191162239,0.148068644134834,1.13317165928425,NA,0.382396083610593,NA
Scaffold_06:2382287-2382447,Scaffold_06,2382287,2382447,2,9,0.211107416768756,0.88713486734788,0.105553708384378,0.0985705408164311,1.07084436698944,NA,0.38265879208058,NA
Scaffold_02:50890589-50890686,Scaffold_02,50890589,50890686,2,9,0.0920833005616442,0.387804202506882,0.0460416502808221,0.043089355834098,1.06851563198325,NA,0.3833794392231,NA
Scaffold_13:33027091-33027175,Scaffold_13,33027091,33027175,2,9,0.105079732937319,0.442787851334313,0.0525398664686596,0.049198650148257,1.06791276407654,NA,0.383566272127413,NA
Scaffold_02:13154339-13154481,Scaffold_02,13154339,13154481,2,9,0.0719997588273805,0.30469925448316,0.0359998794136902,0.0338554727203511,1.06334003105058,NA,0.38498702267688,NA
Scaffold_13:3048763-3048797,Scaffold_13,3048763,3048797,2,6,0.231382186279951,0.621330727402451,0.115691093139975,0.103555121233742,1.1171933532755,NA,0.386865476291589,NA
Scaffold_16:18247010-18247155,Scaffold_16,18247010,18247155,2,9,0.115738556580353,0.494200916019291,0.0578692782901766,0.0549112128910323,1.05386997014643,NA,0.387949885193346,NA
Scaffold_05:13865545-13865769,Scaffold_05,13865545,13865769,2,8,0.199952285243703,0.748651406119805,0.0999761426218517,0.0935814257649756,1.06833318475972,NA,0.387953198867815,NA
Scaffold_02:24214856-24215124,Scaffold_02,24214856,24215124,2,9,0.0104901531182972,0.0449356447787787,0.00524507655914858,0.0049928494198643,1.05051767399209,NA,0.389005379848556,NA
Scaffold_02:61623538-61623781,Scaffold_02,61623538,61623781,2,9,0.0107031106730985,0.0458735111511785,0.00535155533654927,0.00509705679457539,1.04993048973767,NA,0.389190620111279,NA
Scaffold_12:48130661-48130829,Scaffold_12,48130661,48130829,2,7,0.0447247922809691,0.145080102293793,0.0223623961404846,0.0207257288991132,1.07896789779207,NA,0.39043753252279,NA
Scaffold_01:22425209-22425720,Scaffold_01,22425209,22425720,2,9,0.0374257958855545,0.161310237299467,0.0187128979427772,0.0179233596999408,1.04405079494326,NA,0.391051457626213,NA
Scaffold_05:62764324-62764630,Scaffold_05,62764324,62764630,2,9,0.140932968313565,0.610147891762927,0.0704664841567825,0.0677942101958808,1.0394174362852,NA,0.392525513443653,NA
Scaffold_02:61737304-61737425,Scaffold_02,61737304,61737425,2,9,0.282995702776325,1.22594175604584,0.141497851388163,0.13621575067176,1.03877745921711,NA,0.392729649027792,NA
Scaffold_15:36896835-36897357,Scaffold_15,36896835,36897357,2,9,0.129588456262886,0.562028609815127,0.064794228131443,0.0624476233127919,1.03757716777942,NA,0.393112859928853,NA
Scaffold_05:34089247-34089497,Scaffold_05,34089247,34089497,2,9,0.144403825309905,0.636273989667386,0.0722019126549526,0.0706971099630429,1.02128520801906,NA,0.398359789719115,NA
Scaffold_07:9976445-9976703,Scaffold_07,9976445,9976703,2,9,0.0344271226568011,0.152754128627157,0.0172135613284005,0.016972680958573,1.01419224048431,NA,0.400670851955973,NA
Scaffold_18:11604998-11605245,Scaffold_18,11604998,11605245,2,9,0.174223052838936,0.775096438302124,0.0871115264194678,0.0861218264780138,1.01149185963568,NA,0.401555007099239,NA
Scaffold_01:53453820-53453979,Scaffold_01,53453820,53453979,2,9,0.117303104411004,0.521869460567806,0.0586515522055018,0.0579854956186451,1.01148660677555,NA,0.401556729306295,NA
Scaffold_08:53078320-53078350,Scaffold_08,53078320,53078350,2,9,0.110158927214853,0.491143373394758,0.0550794636074266,0.0545714859327509,1.00930848163639,NA,0.402271629852671,NA
Scaffold_01:34977533-34977683,Scaffold_01,34977533,34977683,2,9,0.0541825926797982,0.241971003320455,0.0270912963398991,0.0268856670356061,1.00764828724616,NA,0.402817580963417,NA
Scaffold_02:590325-590409,Scaffold_02,590325,590409,2,9,0.0137178983536005,0.061581838230892,0.00685894917680025,0.00684242647009911,1.00241474377158,NA,0.40454455693047,NA
Scaffold_17:19647997-19648232,Scaffold_17,19647997,19648232,2,9,0.140320148114067,0.631440666513303,0.0701600740570336,0.0701600740570336,1,NA,0.405344429705903,NA
Scaffold_08:47621593-47621800,Scaffold_08,47621593,47621800,2,9,0.0286105275256593,0.129631371417897,0.0143052637628297,0.0144034857130997,0.993180681938629,NA,0.407613757496018,NA
Scaffold_02:60394437-60394494,Scaffold_02,60394437,60394494,2,8,0.20395075006951,0.814273593559085,0.101975375034755,0.101784199194886,1.00187824673556,NA,0.40898511367225,NA
