"gene"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"
"PGEN_.00g153580"	1.88449978655404e-06	2.9718332216925e-06	1.21621757236028e-06
"PGEN_.00g170010"	3.02077191359046e-06	6.31917333986687e-09	1.65545240782881e-06
"PGEN_.00g078180"	0.937525850314864	0.577757749927598	2.03004709394546e-06
"PGEN_.00g066220"	1.07349416217621e-05	0.891395606672078	2.47133499907084e-06
"PGEN_.00g053170"	3.24818486826933e-06	0.000123951533420904	2.69827859364204e-06
"PGEN_.00g051430"	0.743340667592993	0.0275330999195033	3.63899800054801e-06
"PGEN_.00g229290"	0.793247929762094	5.68871319245863e-08	3.76728046866151e-06
"PGEN_.00g235100"	0.0559505551232442	0.970130334987832	3.91384559837494e-06
"PGEN_.00g230620"	8.76118839374329e-09	0.260076070451925	5.16145708987451e-06
"PGEN_.00g199570"	0.896652759400583	0.0812599089091386	6.26645139822548e-06
"PGEN_.00g021710"	0.169451748478775	0.640011737591255	6.43619128608315e-06
"PGEN_.00g164830"	1.85228631307814e-06	2.60287899951082e-06	8.02690866582086e-06
"PGEN_.00g308970"	0.00590963707571896	1.60921177529929e-11	8.13902919127236e-06
"PGEN_.00g000280"	1.71285378317722e-07	0.627146382426752	8.25221706959982e-06
"PGEN_.00g120380"	1.62252172053444e-06	0.0451359342816616	8.37241884463008e-06
"PGEN_.00g299840"	0.00246643523910897	0.86000090138441	8.53785882851644e-06
"PGEN_.00g207710"	0.329596927560492	0.859597413096865	8.63970585693373e-06
"PGEN_.00g293770"	1.7537595123665e-07	3.64048519281508e-18	9.45691886568665e-06
"PGEN_.00g175660"	5.07542342251513e-11	0.763088090179181	9.9120957510985e-06
"PGEN_.00g278820"	1.67069610468078e-88	0.000694257070684539	1.01172382756703e-05
"PGEN_.00g312460"	0.0101267862003665	0.813369922513086	1.07743993755034e-05
"PGEN_.00g124830"	0.000119434987462933	0.52169386436817	1.10395423066714e-05
"PGEN_.00g110700"	0.482775303916641	0.138356594649247	1.12337048572372e-05
"PGEN_.00g162010"	0.430388997057262	0.820101810707837	1.12337048572372e-05
"PGEN_.00g211020"	0.351913893971764	0.104501843073837	1.12337048572372e-05
"PGEN_.00g137910"	0.0423974599220278	0.00631915530013053	1.1587931392213e-05
"PGEN_.00g024960"	2.31416964190717e-09	0.563458053843619	1.83380408240805e-05
"PGEN_.00g164020"	0.00120274161243738	0.137950735410511	2.01768191001814e-05
"PGEN_.00g316050"	0.000977101690941986	0.801460375859917	2.02905881955566e-05
"PGEN_.00g328290"	1.34738628505389e-09	0.619037622669197	2.0846048735504e-05
"PGEN_.00g043540"	0.270622430878742	0.0795475326849357	2.19585202889486e-05
"PGEN_.00g063860"	4.06839180138578e-07	0.146048062221335	2.21950279544421e-05
"PGEN_.00g312690"	0.000604925825389172	0.000785721959660744	2.21950279544421e-05
"PGEN_.00g325420"	0.637129851759291	0.37798687971179	2.31137860418507e-05
"PGEN_.00g125310"	0.0206454835707426	0.0276946901235372	2.36311489432789e-05
"PGEN_.00g233580"	0.253537875639413	0.972043114851193	2.46321959269688e-05
"PGEN_.00g066200"	3.39173440983547e-06	0.58090120071781	2.60359849557757e-05
"PGEN_.00g334800"	0.155441551387791	0.935825307380979	2.63390087937369e-05
"PGEN_.00g336350"	0.0843757800911756	0.000182379238880096	2.64257122221136e-05
"PGEN_.00g285330"	1.23649098782073e-17	0.000166253705858709	3.30910587839876e-05
"PGEN_.00g185140"	0.00603567664725091	0.000359812968992996	3.5126614000258e-05
"PGEN_.00g194760"	5.41752365011091e-06	0.0440728121759044	3.6818760863098e-05
"PGEN_.00g034230"	0.439946823382043	4.55010252710526e-09	3.7397193247595e-05
"PGEN_.00g270020"	0.920689470719069	0.084543488290265	4.12413600170001e-05
"PGEN_.00g015800"	0.0160140018578994	0.0113978152092618	4.87837697157983e-05
"PGEN_.00g215680"	1.90631104485379e-12	0.0949217553106191	5.72261117644018e-05
"PGEN_.00g061060"	0.519763135761358	0.706011955895589	5.81229504216859e-05
"PGEN_.00g284780"	0.160001480440352	0.954687641489269	5.98130890120202e-05
"PGEN_.00g279430"	0.00527619217318194	0.000727390779461467	6.00839056239141e-05
"PGEN_.00g192620"	0.26736318387918	0.962867837059525	6.09813765397422e-05
"PGEN_.00g072260"	0.195622403792151	0.807370141407523	7.61334348649207e-05
"PGEN_.00g003330"	1.44356797810951e-39	0.69566261327284	8.23140488263426e-05
"PGEN_.00g190710"	1.13574222047521e-11	0.955481719686864	9.42961169662965e-05
"PGEN_.00g039410"	0.968867369053833	0.176069322227781	9.5378060083489e-05
"PGEN_.00g241080"	0.000890590169261001	0.929571831406455	9.55398031802924e-05
"PGEN_.00g254650"	0.0134405597636135	0.31042689001931	9.69680309747081e-05
"PGEN_.00g267920"	0.00191592071943769	0.989391241056912	9.69680309747081e-05
"PGEN_.00g133000"	0.00120274161243738	0.31639334178795	9.8194129222033e-05
"PGEN_.00g327330"	0.671901394723487	0.268784148815888	9.92481588850217e-05
"PGEN_.00g216290"	0.349808815767504	0.0332100715752805	0.00010477079400529
"PGEN_.00g084610"	0.653305419886428	9.33262811499358e-08	0.000111659909150356
"PGEN_.00g017310"	3.14219525815894e-11	0.137950735410511	0.00012003851666389
"PGEN_.00g117490"	0.0841724020226424	0.150328329559601	0.000122815411174001
"PGEN_.00g175550"	0.000531508578166095	1.83984992482806e-05	0.000125459863131163
"PGEN_.00g178010"	0.825080522951589	0.0450026932386791	0.000127462083946444
"PGEN_.00g207540"	0.517702680995973	0.756549653815286	0.000127462083946444
"PGEN_.00g000180"	0.902711506714557	0.222079767293808	0.000130980800882437
"PGEN_.00g291040"	0.74576550209919	0.785198974034576	0.000134019715852
"PGEN_.00g172450"	0.71899851549803	0.183032264259802	0.000135234486445129
"PGEN_.00g208340"	0.826568578290717	0.385821018295093	0.000157174342498165
"PGEN_.00g194770"	0.663184179811413	0.748532915352646	0.000157233538237548
"PGEN_.00g228650"	0.0445644606480047	0.00195030763925554	0.000187959792335434
"PGEN_.00g296790"	0.000128270893277243	0.0617981826960458	0.000196089387475557
"PGEN_.00g329280"	0.998477121273786	0.227309370903978	0.000196089387475557
"PGEN_.00g083720"	0.0603690651331824	0.022688095945713	0.000206255617449818
"PGEN_.00g163470"	0.919531280168683	0.888621037622136	0.000206255617449818
"PGEN_.00g281410"	0.330773631488313	0.169710281416926	0.000208733366210829
"PGEN_.00g031560"	0.955548891656868	0.021356002989244	0.000235643337901875
"PGEN_.00g279740"	0.940171396594609	0.0232363935129242	0.000235643337901875
"PGEN_.00g027240"	0.774174788505206	0.0274398341163841	0.00025584351110656
"PGEN_.00g031500"	0.221470203269226	0.928210869672753	0.000278799571729025
"PGEN_.00g146700"	0.980539669572362	0.10150064575873	0.000278799571729025
"PGEN_.00g043300"	0.0912311450323532	0.381457281914565	0.000284536841817487
"PGEN_.00g173770"	0.014278302837697	0.698267310994543	0.000296315785090986
"PGEN_.00g031780"	0.157827252108787	0.464797837041279	0.000301972159171172
"PGEN_.00g300060"	0.00834250726427833	0.92913743529479	0.000321808674053942
"PGEN_.00g220460"	6.85695290435679e-20	0.771103687562895	0.000332979055024844
"PGEN_.00g200730"	1.96227842648146e-07	0.771103687562895	0.000402527038853393
"PGEN_.00g139430"	0.423118499089726	0.954687641489269	0.000447473719530378
"PGEN_.00g311190"	3.9876290544e-09	0.59044533246329	0.000512838904794042
"PGEN_.00g232510"	0.849698990611881	0.00254694457203479	0.00052782666575276
"PGEN_.00g263720"	0.875191469232492	0.70779179520149	0.000536698622802762
"PGEN_.00g001170"	0.000472789628747175	0.033074265646583	0.000541185065189269
"PGEN_.00g272450"	0.329596927560492	0.349757597665189	0.000541185065189269
"PGEN_.00g043230"	0.0202733384749655	0.0466569006571067	0.000554615861507744
"PGEN_.00g062900"	0.0312816886945324	0.0481306399389377	0.000554615861507744
"PGEN_.00g074750"	0.622688844435424	0.0237501869578131	0.00056568045704322
"PGEN_.00g065330"	0.730021450676851	0.294228684996539	0.000576565954924893
"PGEN_.00g137880"	0.00935085739631613	0.10150064575873	0.0006230016308053
"PGEN_.00g269250"	0.00206370997941644	0.366539883637865	0.0006230016308053
"PGEN_.00g060140"	0.117830670073565	0.42022858253505	0.000657150475098967
"PGEN_.00g193010"	0.0219082800360186	4.06137242532216e-05	0.000658530655455569
"PGEN_.00g194220"	0.569759885119156	0.140565234299058	0.000666505872770682
"PGEN_.00g090230"	0.251587707337026	0.663618016135141	0.00067227284623058
"PGEN_.00g187350"	0.11785546179713	0.972043114851193	0.000700476139027413
"PGEN_.00g337830"	0.659884654964079	0.793899330510244	0.00071824050713944
"PGEN_.00g003520"	0.0388651103174844	0.55474982847488	0.000768917623519648
"PGEN_.00g236910"	0.00932642606527654	0.324901573463044	0.000772448234112723
"PGEN_.00g292950"	0.673228669191233	0.7808151013224	0.000780944916710662
"PGEN_.00g110790"	0.30946180838238	5.72526890504754e-05	0.00084059929309399
"PGEN_.00g194750"	0.00294717433052795	0.00133042112649971	0.00084059929309399
"PGEN_.00g254640"	4.71706500970534e-05	0.954687641489269	0.000853898458144791
"PGEN_.00g003490"	0.387871262575179	0.25022194327312	0.000859056178835678
"PGEN_.00g304170"	0.00633973459200335	3.03742437839111e-11	0.000886523603580024
"PGEN_.00g329000"	0.0339047336438429	0.70779179520149	0.000907881695878855
"PGEN_.00g268980"	0.669129582347127	0.174725074158601	0.000912846215836985
"PGEN_.00g030650"	0.65958057623967	0.563444109568177	0.000970343657912826
"PGEN_.00g201280"	0.162312178249801	0.408947263146075	0.00103528782410595
"PGEN_.00g349360"	8.51815089833887e-05	0.192045597442309	0.00111353634477617
"PGEN_.00g142500"	0.944643863026745	0.610091503388647	0.00112199553168654
"PGEN_.00g284070"	0.00382258393690529	0.0614575191625735	0.00115419427247492
"PGEN_.00g168070"	4.29756140460474e-09	6.03312872558528e-08	0.00120152606832838
"PGEN_.00g223280"	0.7730122697658	0.0275330999195033	0.00123928089999415
"PGEN_.00g034240"	1.92079324806683e-08	2.59879592352157e-38	0.00128118103071913
"PGEN_.00g054340"	0.00794733925807516	0.00458171613749135	0.00129299270640654
"PGEN_.00g017640"	0.80569260101585	0.785198974034576	0.0013030416074519
"PGEN_.00g123180"	0.258326562989486	0.0444365950261052	0.0013030416074519
"PGEN_.00g203100"	2.39791303434867e-12	2.29358502904735e-08	0.00131840401225298
"PGEN_.00g045970"	0.450498193273507	0.0656696877490167	0.00133163900415536
"PGEN_.00g193590"	0.000152873753681959	7.89564517961758e-08	0.0013449568999918
"PGEN_.00g128070"	0.321905299847953	0.812876139912217	0.00145585543504892
"PGEN_.00g224670"	0.00191592071943769	0.597670979153719	0.00145585543504892
"PGEN_.00g101020"	4.834369877021e-05	0.655597478781302	0.00146053868090002
"PGEN_.00g206240"	0.000772659065668784	0.0807446078724963	0.00148061483830358
"PGEN_.00g270670"	0.12351472779954	0.65966599947537	0.00149879080293908
"PGEN_.00g254040"	4.68814188872239e-06	0.0216187938492748	0.00149914844166769
"PGEN_.00g201860"	0.00011318659547475	3.31394508288016e-05	0.00166451719349831
"PGEN_.00g142480"	0.329748506035399	0.97729332228858	0.00169335603205032
"PGEN_.00g330670"	7.94200103895014e-05	0.540448707038274	0.00170023500436928
"PGEN_.00g247270"	0.0342995943922518	0.314910735124238	0.00170573288238234
"PGEN_.00g199580"	5.87693242773219e-05	0.0107963405310809	0.00171780376851462
"PGEN_.00g026390"	4.94952395712254e-38	7.75389547332754e-50	0.00179118912946325
"PGEN_.00g336030"	0.790436079062402	0.643337311963661	0.00188406342550593
"PGEN_.00g343970"	0.0466096205450703	0.818375654287426	0.00197675100375548
"PGEN_.00g185010"	0.874101344027148	0.801460375859917	0.0019789115543566
"PGEN_.00g196810"	0.000789597213733952	0.0818455016761511	0.0019789115543566
"PGEN_.00g270150"	0.0132534388997231	0.560194441409402	0.00204380595106105
"PGEN_.00g341580"	0.879922348852649	0.215342686189465	0.00204850476430818
"PGEN_.00g228140"	0.00275119088588968	0.4579001617365	0.0021295570073196
"PGEN_.00g288100"	0.00156376501682367	0.0766201197727233	0.00216383368880157
"PGEN_.00g151250"	0.358933092084393	0.52615177618353	0.00226060459715311
"PGEN_.00g235030"	0.46536469673763	0.000175896931982604	0.00227791453738596
"PGEN_.00g271310"	0.771767008864191	0.781146744735626	0.00242369045007854
"PGEN_.00g203950"	0.175787310469219	0.00158205735998533	0.00254029286055033
"PGEN_.00g167410"	0.334815703200214	0.0182436158337974	0.00264513294824947
"PGEN_.00g065450"	0.0338171625254814	0.221931319625655	0.00268735176049847
"PGEN_.00g025530"	0.374778827067353	0.920567683275184	0.00270154742183281
"PGEN_.00g117140"	0.0784785245868089	0.801460375859917	0.00274293815446852
"PGEN_.00g292360"	1.62830704837643e-05	0.577757749927598	0.00274293815446852
"PGEN_.00g296900"	0.406080837586484	0.643337311963661	0.00274293815446852
"PGEN_.00g260930"	0.331157910785059	0.408947263146075	0.0028795027890943
"PGEN_.00g120700"	0.229018773290524	0.39217111076708	0.00303358340629339
"PGEN_.00g257000"	0.174435592358466	0.00874962409081621	0.00308263243289474
"PGEN_.00g183880"	2.87991809996169e-05	0.0495739314487863	0.00336735401712515
"PGEN_.00g086880"	0.526128118513208	0.820101810707837	0.003474159525258
"PGEN_.00g112130"	0.0403245681495575	0.0881923136011733	0.00352852949725831
"PGEN_.00g180330"	0.00120707914284034	0.0376259519178317	0.00352901763039914
"PGEN_.00g094260"	0.000308427938349267	0.543182170350515	0.00370554307888189
"PGEN_.00g242670"	0.169363763643547	0.0099652617677806	0.00370554307888189
"PGEN_.00g254310"	0.000171130794634691	2.57241722967766e-08	0.0042318161271332
"PGEN_.00g261240"	0.00407017601865373	0.0912010622579017	0.00424262289786718
"PGEN_.00g141740"	0.235806487640479	0.887946468737081	0.00430445223375968
"PGEN_.00g340030"	0.806814628788055	0.176584761407447	0.0046619699080225
"PGEN_.00g198290"	8.19323689470071e-58	0.0394132252514478	0.00479165863705261
"PGEN_.00g329630"	0.0549528448910158	0.972043114851193	0.00492534682092226
"PGEN_.00g198300"	0.355293346797325	0.217651542073773	0.0049878303903292
"PGEN_.00g021210"	0.000379649950671519	0.58914138250813	0.0050057820832895
"PGEN_.00g291920"	0.00135098043131589	4.47244894640964e-05	0.00510709680995733
"PGEN_.00g065870"	0.000138340027110179	0.0351611484662239	0.00521194087872873
"PGEN_.00g110260"	3.76404193249992e-08	0.86000090138441	0.00521194087872873
"PGEN_.00g191430"	6.18139122724214e-07	0.942143115281924	0.00521194087872873
"PGEN_.00g325950"	0.950246546378191	0.409381653808347	0.00521194087872873
"PGEN_.00g173010"	0.334729294265283	0.109558515428751	0.005503596248687
"PGEN_.00g101900"	0.194114999608837	0.759760478069273	0.00557304699366782
"PGEN_.00g207510"	0.744606394462897	0.0175026882005104	0.00558278610651029
"PGEN_.00g067330"	0.00823365922788139	0.655597478781302	0.0058723496525794
"PGEN_.00g132190"	0.421071638791119	0.0611700013917569	0.00618311578702382
"PGEN_.00g340240"	0.972830019455102	0.844456997729494	0.00636315285834699
"PGEN_.00g243110"	1.83038777718119e-06	0.304761331370285	0.00693109598255974
"PGEN_.00g308600"	0.39900994872224	0.625130676241682	0.00693142295602039
"PGEN_.00g039860"	0.00495573090710472	0.196332303065498	0.00714338920981146
"PGEN_.00g278340"	0.656561108285387	0.0881923136011733	0.00714338920981146
"PGEN_.00g218090"	0.0554651415910607	0.367156657337824	0.00718872640334919
"PGEN_.00g062740"	0.0812212788607912	0.0881923136011733	0.007271878489889
"PGEN_.00g078310"	0.0282720258767977	0.717104279031869	0.00746888456473829
"PGEN_.00g214070"	0.673228669191233	0.614677403219905	0.00760213299598618
"PGEN_.00g209330"	0.896065839782833	0.722974837374853	0.00773682108927734
"PGEN_.00g204300"	0.075431768735557	0.00253377831356003	0.00833639855261288
"PGEN_.00g011580"	0.333249846286176	0.874655745443246	0.00866349482546986
"PGEN_.00g018080"	0.0308810087245901	0.0265996420031805	0.00866349482546986
"PGEN_.00g273070"	0.155286215198487	0.959103349640999	0.00873130687382606
"PGEN_.00g127990"	0.0912311450323532	0.405622628290442	0.00880793837547558
"PGEN_.00g242340"	0.0218132619432483	0.492057924631854	0.00988894840851175
"PGEN_.00g109140"	0.896065839782833	0.972043114851193	0.010127413103522
"PGEN_.00g010340"	0.826568578290717	0.0169018710104529	0.0102295879647003
"PGEN_.00g129060"	0.399481064257356	0.387641347044811	0.0103131763148862
"PGEN_.00g014370"	0.00406538124388367	0.00259954545912392	0.0104609373332842
"PGEN_.00g228150"	0.918269997831093	0.610091503388647	0.0105430323581261
"PGEN_.00g178040"	0.253165349127568	0.12941671055538	0.0105975292455414
"PGEN_.00g199950"	0.130573899768859	0.801460375859917	0.0107012615924651
"PGEN_.00g226840"	0.170155199990883	0.354056521457347	0.0109722471325432
"PGEN_.00g299380"	2.56559300898401e-13	0.0240846875451168	0.01106058565942
"PGEN_.00g103430"	0.501159452904872	0.0806816179137838	0.0114270922852443
"PGEN_.00g211820"	0.654793565913159	0.439613311145365	0.012159757588113
"PGEN_.00g067860"	0.0660399697349824	0.448425441626553	0.0124396964016345
"PGEN_.00g173150"	0.00759087129508861	1.4430836198908e-06	0.013919169819324
"PGEN_.00g208000"	0.94048087173815	0.147554774202406	0.0141889287765187
"PGEN_.00g177130"	0.478601410459128	0.30934278168762	0.0144687772980479
"PGEN_.00g348610"	0.849698990611881	0.813369922513086	0.0145522132324895
"PGEN_.00g099340"	0.47925467713832	0.442818057422317	0.0145689915035679
"PGEN_.00g268850"	0.96479700315438	0.50338177363326	0.0147895139012729
"PGEN_.00g275630"	0.98325731787904	0.820767308456061	0.0154124469818782
"PGEN_.00g089070"	0.128040241294348	0.813369922513086	0.0162303266800463
