"","x"
"7168","PGEN_.00g043150"
"7169","PGEN_.00g043160"
"7170","PGEN_.00g043190"
"7171","PGEN_.00g043220"
"7172","PGEN_.00g043360"
"7173","PGEN_.00g043380"
"7174","PGEN_.00g043400"
"7175","PGEN_.00g043440"
"7176","PGEN_.00g043460"
"7177","PGEN_.00g043500"
"7178","PGEN_.00g043530"
"7179","PGEN_.00g043560"
"7180","PGEN_.00g043580"
"7181","PGEN_.00g043590"
"7182","PGEN_.00g043660"
"7183","PGEN_.00g043700"
"7184","PGEN_.00g043730"
"7185","PGEN_.00g043740"
"7186","PGEN_.00g043780"
"7187","PGEN_.00g043800"
"7188","PGEN_.00g043850"
"7189","PGEN_.00g043860"
"7190","PGEN_.00g043960"
"7191","PGEN_.00g044030"
"7192","PGEN_.00g044080"
"7193","PGEN_.00g044110"
"7194","PGEN_.00g044130"
"7195","PGEN_.00g044160"
"7196","PGEN_.00g044190"
"7197","PGEN_.00g044200"
"7198","PGEN_.00g044410"
"7199","PGEN_.00g044550"
"7200","PGEN_.00g044560"
"7201","PGEN_.00g044600"
"7202","PGEN_.00g044620"
"7203","PGEN_.00g044630"
"7204","PGEN_.00g044640"
"7205","PGEN_.00g044650"
"7206","PGEN_.00g044670"
"7207","PGEN_.00g044680"
"7208","PGEN_.00g044690"
"7209","PGEN_.00g044730"
"7210","PGEN_.00g044770"
"7211","PGEN_.00g044780"
"7212","PGEN_.00g044790"
"7213","PGEN_.00g044840"
"7214","PGEN_.00g044870"
"7215","PGEN_.00g044910"
"7216","PGEN_.00g044950"
"7217","PGEN_.00g044960"
"7218","PGEN_.00g045000"
"7219","PGEN_.00g045030"
"7220","PGEN_.00g045080"
"7221","PGEN_.00g045090"
"7222","PGEN_.00g045100"
"7223","PGEN_.00g045140"
"7224","PGEN_.00g045160"
"7225","PGEN_.00g045170"
"7226","PGEN_.00g045270"
"7227","PGEN_.00g045280"
"7228","PGEN_.00g045420"
"7229","PGEN_.00g045430"
"7230","PGEN_.00g045460"
"7231","PGEN_.00g045470"
"7232","PGEN_.00g045490"
"7233","PGEN_.00g045500"
"7234","PGEN_.00g045510"
"7235","PGEN_.00g045520"
"7236","PGEN_.00g045560"
"7237","PGEN_.00g045570"
"7238","PGEN_.00g045600"
"7239","PGEN_.00g045690"
"7240","PGEN_.00g045750"
"7241","PGEN_.00g045760"
"7242","PGEN_.00g045770"
"7243","PGEN_.00g045790"
"7244","PGEN_.00g045810"
"7245","PGEN_.00g045880"
"7246","PGEN_.00g045920"
"7247","PGEN_.00g045950"
"7248","PGEN_.00g045960"
"7249","PGEN_.00g045980"
"7250","PGEN_.00g046020"
"7251","PGEN_.00g046040"
"7252","PGEN_.00g046070"
"7253","PGEN_.00g046080"
"7254","PGEN_.00g046140"
"7255","PGEN_.00g046230"
"7256","PGEN_.00g046240"
"7257","PGEN_.00g046300"
"7258","PGEN_.00g046330"
"7259","PGEN_.00g046400"
"7260","PGEN_.00g046460"
"7261","PGEN_.00g046480"
"7262","PGEN_.00g046500"
"7263","PGEN_.00g046510"
"7264","PGEN_.00g046580"
"7265","PGEN_.00g046590"
"7266","PGEN_.00g046630"
"7267","PGEN_.00g046650"
"7268","PGEN_.00g046670"
"7269","PGEN_.00g046680"
"7270","PGEN_.00g046690"
"7271","PGEN_.00g046710"
"7272","PGEN_.00g046720"
"7273","PGEN_.00g046730"
"7274","PGEN_.00g046770"
"7275","PGEN_.00g046830"
"7276","PGEN_.00g046840"
"7277","PGEN_.00g046850"
"7278","PGEN_.00g046930"
"7279","PGEN_.00g046970"
"7280","PGEN_.00g047040"
"7281","PGEN_.00g047050"
"7282","PGEN_.00g047060"
"7283","PGEN_.00g047080"
"7284","PGEN_.00g047090"
"7285","PGEN_.00g047100"
"7286","PGEN_.00g047110"
"7287","PGEN_.00g047120"
"7288","PGEN_.00g047140"
"7289","PGEN_.00g047170"
"7290","PGEN_.00g047190"
"7291","PGEN_.00g047200"
"7292","PGEN_.00g047220"
"7293","PGEN_.00g047230"
"7294","PGEN_.00g047260"
"7295","PGEN_.00g047280"
"7296","PGEN_.00g047290"
"7297","PGEN_.00g047310"
"7298","PGEN_.00g047320"
"7299","PGEN_.00g047330"
"7300","PGEN_.00g047340"
"7301","PGEN_.00g047440"
"7302","PGEN_.00g047500"
"7303","PGEN_.00g047510"
"7304","PGEN_.00g047520"
"7305","PGEN_.00g047530"
"7306","PGEN_.00g047540"
"7307","PGEN_.00g047570"
"7308","PGEN_.00g047580"
"7309","PGEN_.00g047690"
"7310","PGEN_.00g047710"
"7311","PGEN_.00g047730"
"7312","PGEN_.00g047800"
"7313","PGEN_.00g047810"
"7314","PGEN_.00g047840"
"7315","PGEN_.00g047860"
"7316","PGEN_.00g047870"
"7317","PGEN_.00g047930"
"7318","PGEN_.00g047950"
"7319","PGEN_.00g047960"
"7320","PGEN_.00g047990"
"7321","PGEN_.00g048000"
"7322","PGEN_.00g048020"
"7323","PGEN_.00g048070"
"7324","PGEN_.00g048110"
"7325","PGEN_.00g048130"
"7326","PGEN_.00g048140"
"7327","PGEN_.00g048150"
"7328","PGEN_.00g048210"
"7329","PGEN_.00g048260"
"7330","PGEN_.00g048300"
"7331","PGEN_.00g048320"
"7332","PGEN_.00g048350"
"7333","PGEN_.00g048400"
"7334","PGEN_.00g048410"
"7335","PGEN_.00g048430"
"7336","PGEN_.00g048440"
"7337","PGEN_.00g048510"
"7338","PGEN_.00g048520"
"7339","PGEN_.00g048580"
"7340","PGEN_.00g048590"
"7341","PGEN_.00g048610"
"7342","PGEN_.00g048670"
"7343","PGEN_.00g048720"
"7344","PGEN_.00g048760"
"7345","PGEN_.00g048840"
"7346","PGEN_.00g048870"
"7347","PGEN_.00g048890"
"7348","PGEN_.00g048910"
"7349","PGEN_.00g048920"
"7350","PGEN_.00g048930"
"7351","PGEN_.00g048950"
"7352","PGEN_.00g048980"
"7353","PGEN_.00g048990"
"7354","PGEN_.00g049040"
"7355","PGEN_.00g049120"
"7356","PGEN_.00g049130"
"7357","PGEN_.00g049150"
"7358","PGEN_.00g049160"
"7359","PGEN_.00g049200"
"7360","PGEN_.00g049260"
"7361","PGEN_.00g049300"
"7362","PGEN_.00g049320"
"7363","PGEN_.00g049360"
"7364","PGEN_.00g049380"
"7365","PGEN_.00g049410"
"7366","PGEN_.00g049430"
"7367","PGEN_.00g049540"
"7368","PGEN_.00g049550"
"7369","PGEN_.00g049610"
"7370","PGEN_.00g049730"
"7371","PGEN_.00g049750"
"7372","PGEN_.00g049760"
"7373","PGEN_.00g049780"
"7374","PGEN_.00g049790"
"7375","PGEN_.00g049810"
"7376","PGEN_.00g049840"
"7377","PGEN_.00g049860"
"7378","PGEN_.00g049890"
"7379","PGEN_.00g049900"
"7380","PGEN_.00g049920"
"7381","PGEN_.00g049970"
"7382","PGEN_.00g050020"
"7383","PGEN_.00g050060"
"7384","PGEN_.00g050070"
"7385","PGEN_.00g050080"
"7386","PGEN_.00g050090"
"7387","PGEN_.00g050120"
"7388","PGEN_.00g050130"
"7389","PGEN_.00g050220"
"7390","PGEN_.00g050260"
"7391","PGEN_.00g050280"
"7392","PGEN_.00g050300"
"7393","PGEN_.00g050310"
"7394","PGEN_.00g050320"
"7395","PGEN_.00g050350"
"7396","PGEN_.00g050360"
"7397","PGEN_.00g050390"
"7398","PGEN_.00g050430"
"7399","PGEN_.00g050440"
"7400","PGEN_.00g050450"
"7401","PGEN_.00g050490"
"7402","PGEN_.00g050500"
"7403","PGEN_.00g050540"
"7404","PGEN_.00g050600"
"7405","PGEN_.00g050610"
"7406","PGEN_.00g050650"
"7407","PGEN_.00g050690"
"7408","PGEN_.00g050710"
"7409","PGEN_.00g050750"
"7410","PGEN_.00g050790"
"7411","PGEN_.00g050810"
"7412","PGEN_.00g050850"
"7413","PGEN_.00g050870"
"7414","PGEN_.00g050880"
"7415","PGEN_.00g050920"
"7416","PGEN_.00g050930"
"7417","PGEN_.00g050990"
"7418","PGEN_.00g051060"
"7419","PGEN_.00g051080"
"7420","PGEN_.00g051090"
"7421","PGEN_.00g051120"
"7422","PGEN_.00g051190"
"7423","PGEN_.00g051200"
"7424","PGEN_.00g051260"
"7425","PGEN_.00g051390"
"7426","PGEN_.00g051520"
"7427","PGEN_.00g051540"
"7428","PGEN_.00g051570"
"7429","PGEN_.00g051610"
"7430","PGEN_.00g051620"
"7431","PGEN_.00g051670"
"7432","PGEN_.00g051680"
"7433","PGEN_.00g051710"
"7434","PGEN_.00g051760"
"7435","PGEN_.00g051800"
"7436","PGEN_.00g051810"
"7437","PGEN_.00g051820"
"7438","PGEN_.00g051830"
"7439","PGEN_.00g051840"
"7440","PGEN_.00g051850"
"7441","PGEN_.00g051860"
"7442","PGEN_.00g051920"
"7443","PGEN_.00g051960"
"7444","PGEN_.00g051980"
"7445","PGEN_.00g052020"
"7446","PGEN_.00g052090"
"7447","PGEN_.00g052120"
"7448","PGEN_.00g052170"
"7449","PGEN_.00g052190"
"7450","PGEN_.00g052200"
"7451","PGEN_.00g052250"
"7452","PGEN_.00g052310"
"7453","PGEN_.00g052320"
"7454","PGEN_.00g052330"
"7455","PGEN_.00g052370"
"7456","PGEN_.00g052390"
"7457","PGEN_.00g052400"
"7458","PGEN_.00g052430"
"7459","PGEN_.00g052460"
"7460","PGEN_.00g052480"
"7461","PGEN_.00g052490"
"7462","PGEN_.00g052500"
"7463","PGEN_.00g052510"
"7464","PGEN_.00g052520"
"7465","PGEN_.00g052570"
"7466","PGEN_.00g052580"
"7467","PGEN_.00g052590"
"7468","PGEN_.00g052650"
"7469","PGEN_.00g052670"
"7470","PGEN_.00g052680"
"7471","PGEN_.00g052690"
"7472","PGEN_.00g052700"
"7473","PGEN_.00g052720"
"7474","PGEN_.00g052860"
"7475","PGEN_.00g052880"
"7476","PGEN_.00g052940"
"7477","PGEN_.00g053020"
"7478","PGEN_.00g053030"
"7479","PGEN_.00g053110"
"7480","PGEN_.00g053160"
"7481","PGEN_.00g053230"
"7482","PGEN_.00g053240"
"7483","PGEN_.00g053260"
"7484","PGEN_.00g053290"
"7485","PGEN_.00g053360"
"7486","PGEN_.00g053390"
"7487","PGEN_.00g053420"
"7488","PGEN_.00g053430"
"7489","PGEN_.00g053490"
"7490","PGEN_.00g053510"
"7491","PGEN_.00g053520"
"7492","PGEN_.00g053560"
"7493","PGEN_.00g053620"
"7494","PGEN_.00g053630"
"7495","PGEN_.00g053650"
"7496","PGEN_.00g053720"
"7497","PGEN_.00g053730"
"7498","PGEN_.00g053750"
"7499","PGEN_.00g053760"
"7500","PGEN_.00g053800"
"7501","PGEN_.00g053810"
"7502","PGEN_.00g053860"
"7503","PGEN_.00g053910"
"7504","PGEN_.00g053920"
"7505","PGEN_.00g053930"
"7506","PGEN_.00g053960"
"7507","PGEN_.00g054090"
"7508","PGEN_.00g054170"
"7509","PGEN_.00g054180"
"7510","PGEN_.00g054260"
"7511","PGEN_.00g054270"
"7512","PGEN_.00g054300"
"7513","PGEN_.00g054330"
"7514","PGEN_.00g054420"
"7515","PGEN_.00g054480"
"7516","PGEN_.00g054540"
"7517","PGEN_.00g054580"
"7518","PGEN_.00g054590"
"7519","PGEN_.00g054620"
"7520","PGEN_.00g054630"
"7521","PGEN_.00g054650"
"7522","PGEN_.00g054670"
"7523","PGEN_.00g054690"
"7524","PGEN_.00g054700"
"7525","PGEN_.00g054710"
"7526","PGEN_.00g054720"
"7527","PGEN_.00g054730"
"7528","PGEN_.00g054840"
"7529","PGEN_.00g054850"
"7530","PGEN_.00g054920"
"7531","PGEN_.00g054950"
"7532","PGEN_.00g054990"
"7533","PGEN_.00g055030"
"7534","PGEN_.00g055080"
"7535","PGEN_.00g055100"
"7536","PGEN_.00g055120"
"7537","PGEN_.00g055200"
"7538","PGEN_.00g055210"
"7539","PGEN_.00g055240"
"7540","PGEN_.00g055290"
"7541","PGEN_.00g055300"
"7542","PGEN_.00g055350"
"7543","PGEN_.00g055360"
"7544","PGEN_.00g055380"
"7545","PGEN_.00g055390"
"7546","PGEN_.00g055410"
"7547","PGEN_.00g055420"
"7548","PGEN_.00g055470"
"7549","PGEN_.00g055480"
"7550","PGEN_.00g055510"
"7551","PGEN_.00g055520"
"7552","PGEN_.00g055590"
"7553","PGEN_.00g055670"
"7554","PGEN_.00g055700"
"7555","PGEN_.00g055760"
"7556","PGEN_.00g055770"
"7557","PGEN_.00g055800"
"7558","PGEN_.00g055810"
"7559","PGEN_.00g055880"
"7560","PGEN_.00g055930"
"7561","PGEN_.00g055950"
"7562","PGEN_.00g055980"
"7563","PGEN_.00g056000"
"7564","PGEN_.00g056020"
"7565","PGEN_.00g056080"
"7566","PGEN_.00g056150"
"7567","PGEN_.00g056160"
"7568","PGEN_.00g056200"
"7569","PGEN_.00g056210"
"7570","PGEN_.00g056220"
"7571","PGEN_.00g056260"
"7572","PGEN_.00g056280"
"7573","PGEN_.00g056320"
"7574","PGEN_.00g056330"
"7575","PGEN_.00g056340"
"7576","PGEN_.00g056420"
"7577","PGEN_.00g056430"
"7578","PGEN_.00g056440"
"7579","PGEN_.00g056480"
"7580","PGEN_.00g056490"
"7581","PGEN_.00g056540"
"7582","PGEN_.00g056550"
"7583","PGEN_.00g056590"
"7584","PGEN_.00g056600"
"7585","PGEN_.00g056610"
"7586","PGEN_.00g056640"
"7587","PGEN_.00g056760"
"7588","PGEN_.00g056770"
"7589","PGEN_.00g056830"
"7590","PGEN_.00g056840"
"7591","PGEN_.00g057010"
"7592","PGEN_.00g057070"
"7593","PGEN_.00g057100"
"7594","PGEN_.00g057120"
"7595","PGEN_.00g057130"
"7596","PGEN_.00g057140"
"7597","PGEN_.00g057150"
"7598","PGEN_.00g057180"
"7599","PGEN_.00g057250"
"7600","PGEN_.00g057290"
"7601","PGEN_.00g057300"
"7602","PGEN_.00g057310"
"7603","PGEN_.00g057400"
"7604","PGEN_.00g057420"
"7605","PGEN_.00g057450"
"7606","PGEN_.00g057530"
"7607","PGEN_.00g057560"
"7608","PGEN_.00g057570"
"7609","PGEN_.00g057580"
"7610","PGEN_.00g057630"
"7611","PGEN_.00g057660"
"7612","PGEN_.00g057680"
"7613","PGEN_.00g057690"
"7614","PGEN_.00g057710"
"7615","PGEN_.00g057750"
"7616","PGEN_.00g057780"
"7617","PGEN_.00g057820"
"7618","PGEN_.00g057830"
"7619","PGEN_.00g057870"
"7620","PGEN_.00g057920"
"7621","PGEN_.00g057940"
"7622","PGEN_.00g057980"
"7623","PGEN_.00g057990"
"7624","PGEN_.00g058020"
"7625","PGEN_.00g058270"
"7626","PGEN_.00g058280"
"7627","PGEN_.00g058320"
"7628","PGEN_.00g058330"
"7629","PGEN_.00g058350"
"7630","PGEN_.00g058360"
"7631","PGEN_.00g058390"
"7632","PGEN_.00g058560"
"7633","PGEN_.00g058570"
"7634","PGEN_.00g058580"
"7635","PGEN_.00g058610"
"7636","PGEN_.00g058640"
"7637","PGEN_.00g058650"
"7638","PGEN_.00g058660"
"7639","PGEN_.00g058670"
"7640","PGEN_.00g058680"
"7641","PGEN_.00g058710"
"7642","PGEN_.00g058730"
"7643","PGEN_.00g058740"
"7644","PGEN_.00g058770"
"7645","PGEN_.00g058780"
"7646","PGEN_.00g058800"
"7647","PGEN_.00g058870"
"7648","PGEN_.00g058910"
"7649","PGEN_.00g058940"
"7650","PGEN_.00g058970"
"7651","PGEN_.00g059000"
"7652","PGEN_.00g059020"
"7653","PGEN_.00g059030"
"7654","PGEN_.00g059060"
"7655","PGEN_.00g059150"
"7656","PGEN_.00g059180"
"7657","PGEN_.00g059250"
"7658","PGEN_.00g059270"
"7659","PGEN_.00g059370"
"7660","PGEN_.00g059390"
"7661","PGEN_.00g059410"
"7662","PGEN_.00g059440"
"7663","PGEN_.00g059480"
"7664","PGEN_.00g059490"
"7665","PGEN_.00g059530"
"7666","PGEN_.00g059520"
"7667","PGEN_.00g059550"
"7668","PGEN_.00g059560"
"7669","PGEN_.00g059620"
"7670","PGEN_.00g059660"
"7671","PGEN_.00g059680"
"7672","PGEN_.00g059690"
"7673","PGEN_.00g059720"
"7674","PGEN_.00g059790"
"7675","PGEN_.00g059810"
"7676","PGEN_.00g059830"
"7677","PGEN_.00g059870"
"7678","PGEN_.00g059900"
"7679","PGEN_.00g059910"
"7680","PGEN_.00g059930"
"7681","PGEN_.00g059980"
"7682","PGEN_.00g059990"
"7683","PGEN_.00g060010"
"7684","PGEN_.00g060060"
"7685","PGEN_.00g060100"
"7686","PGEN_.00g060110"
"7687","PGEN_.00g060120"
"7688","PGEN_.00g060160"
"7689","PGEN_.00g060170"
"7690","PGEN_.00g060190"
"7691","PGEN_.00g060200"
"7692","PGEN_.00g060210"
"7693","PGEN_.00g060220"
"7694","PGEN_.00g060260"
"7695","PGEN_.00g060300"
"7696","PGEN_.00g060330"
"7697","PGEN_.00g060360"
"7698","PGEN_.00g060380"
"7699","PGEN_.00g060410"
"7700","PGEN_.00g060430"
"7701","PGEN_.00g060440"
"7702","PGEN_.00g060460"
"7703","PGEN_.00g060470"
"7704","PGEN_.00g060480"
"7705","PGEN_.00g060510"
"7706","PGEN_.00g060600"
"7707","PGEN_.00g060640"
"7708","PGEN_.00g060680"
"7709","PGEN_.00g060810"
"7710","PGEN_.00g060820"
"7711","PGEN_.00g060890"
"7712","PGEN_.00g060930"
"7713","PGEN_.00g060940"
"7714","PGEN_.00g060950"
"7715","PGEN_.00g061010"
"7716","PGEN_.00g061020"
"7717","PGEN_.00g061050"
"7718","PGEN_.00g061080"
"7719","PGEN_.00g061150"
"7720","PGEN_.00g061160"
"7721","PGEN_.00g061170"
"7722","PGEN_.00g061200"
"7723","PGEN_.00g061230"
"7724","PGEN_.00g061330"
"7725","PGEN_.00g061340"
"7726","PGEN_.00g061350"
"7727","PGEN_.00g061360"
"7728","PGEN_.00g061380"
"7729","PGEN_.00g061390"
"7730","PGEN_.00g061400"
"7731","PGEN_.00g061410"
"7732","PGEN_.00g061420"
"7733","PGEN_.00g061470"
"7734","PGEN_.00g061480"
"7735","PGEN_.00g061570"
"7736","PGEN_.00g061590"
"7737","PGEN_.00g061620"
"7738","PGEN_.00g061650"
"7739","PGEN_.00g061710"
"7740","PGEN_.00g061730"
"7741","PGEN_.00g061740"
"7742","PGEN_.00g061750"
"7743","PGEN_.00g061760"
"7744","PGEN_.00g061820"
"7745","PGEN_.00g061900"
"7746","PGEN_.00g061910"
"7747","PGEN_.00g061970"
"7748","PGEN_.00g062000"
"7749","PGEN_.00g062020"
"7750","PGEN_.00g062050"
"7751","PGEN_.00g062120"
"7752","PGEN_.00g062160"
"7753","PGEN_.00g062240"
"7754","PGEN_.00g062270"
"7755","PGEN_.00g062280"
"7756","PGEN_.00g062300"
"7757","PGEN_.00g062310"
"7758","PGEN_.00g062320"
"7759","PGEN_.00g062340"
"7760","PGEN_.00g062360"
"7761","PGEN_.00g062370"
"7762","PGEN_.00g062430"
"7763","PGEN_.00g062440"
"7764","PGEN_.00g062510"
"7765","PGEN_.00g062610"
"7766","PGEN_.00g062650"
"7767","PGEN_.00g062670"
"7768","PGEN_.00g062720"
"7769","PGEN_.00g062730"
"7770","PGEN_.00g062760"
"7771","PGEN_.00g062800"
"7772","PGEN_.00g062810"
"7773","PGEN_.00g062830"
"7774","PGEN_.00g062870"
"7775","PGEN_.00g062910"
"7776","PGEN_.00g062950"
"7777","PGEN_.00g063010"
"7778","PGEN_.00g063020"
"7779","PGEN_.00g063040"
"7780","PGEN_.00g063080"
"7781","PGEN_.00g063090"
"7782","PGEN_.00g063100"
"7783","PGEN_.00g063140"
"7784","PGEN_.00g063150"
"7785","PGEN_.00g063170"
"7786","PGEN_.00g063180"
"7787","PGEN_.00g063190"
"7788","PGEN_.00g063200"
"7789","PGEN_.00g063210"
"7790","PGEN_.00g063220"
"7791","PGEN_.00g063290"
"7792","PGEN_.00g063300"
"7793","PGEN_.00g063310"
"7794","PGEN_.00g063320"
"7795","PGEN_.00g063330"
"7796","PGEN_.00g063370"
"7797","PGEN_.00g063380"
"7798","PGEN_.00g063410"
"7799","PGEN_.00g063440"
"7800","PGEN_.00g063450"
"7801","PGEN_.00g063460"
"7802","PGEN_.00g063470"
"7803","PGEN_.00g063510"
"7804","PGEN_.00g063530"
"7805","PGEN_.00g063550"
"7806","PGEN_.00g063580"
"7807","PGEN_.00g063630"
"7808","PGEN_.00g063650"
"7809","PGEN_.00g063660"
"7810","PGEN_.00g063670"
"7811","PGEN_.00g063680"
"7812","PGEN_.00g063750"
"7813","PGEN_.00g063780"
"7814","PGEN_.00g063790"
"7815","PGEN_.00g063830"
"7816","PGEN_.00g063840"
"7817","PGEN_.00g063850"
"7818","PGEN_.00g063890"
"7819","PGEN_.00g063920"
"7820","PGEN_.00g063930"
"7821","PGEN_.00g063940"
"7822","PGEN_.00g063950"
"7823","PGEN_.00g063970"
"7824","PGEN_.00g063990"
"7825","PGEN_.00g064010"
"7826","PGEN_.00g064050"
"7827","PGEN_.00g064070"
"7828","PGEN_.00g064090"
"7829","PGEN_.00g064150"
"7830","PGEN_.00g064180"
"7831","PGEN_.00g064200"
"7832","PGEN_.00g064220"
"7833","PGEN_.00g064310"
"7834","PGEN_.00g064370"
"7835","PGEN_.00g064380"
"7836","PGEN_.00g064430"
"7837","PGEN_.00g064510"
"7838","PGEN_.00g064530"
"7839","PGEN_.00g064550"
"7840","PGEN_.00g064570"
"7841","PGEN_.00g064590"
"7842","PGEN_.00g064660"
"7843","PGEN_.00g064670"
"7844","PGEN_.00g064710"
"7845","PGEN_.00g064720"
"7846","PGEN_.00g064750"
"7847","PGEN_.00g064810"
"7848","PGEN_.00g064830"
"7849","PGEN_.00g064840"
"7850","PGEN_.00g064910"
"7851","PGEN_.00g064950"
"7852","PGEN_.00g064980"
"7853","PGEN_.00g065030"
"7854","PGEN_.00g065050"
"7855","PGEN_.00g065070"
"7856","PGEN_.00g065090"
"7857","PGEN_.00g065150"
"7858","PGEN_.00g065160"
"7859","PGEN_.00g065170"
"7860","PGEN_.00g065180"
"7861","PGEN_.00g065190"
"7862","PGEN_.00g065210"
"7863","PGEN_.00g065220"
"7864","PGEN_.00g065230"
"7865","PGEN_.00g065310"
"7866","PGEN_.00g065390"
"7867","PGEN_.00g065400"
"7868","PGEN_.00g065430"
"7869","PGEN_.00g065460"
"7870","PGEN_.00g065520"
"7871","PGEN_.00g065550"
"7872","PGEN_.00g065570"
"7873","PGEN_.00g065690"
"7874","PGEN_.00g065720"
"7875","PGEN_.00g065730"
"7876","PGEN_.00g065760"
"7877","PGEN_.00g065770"
"7878","PGEN_.00g065890"
"7879","PGEN_.00g065970"
"7880","PGEN_.00g066010"
"7881","PGEN_.00g066050"
"7882","PGEN_.00g066060"
"7883","PGEN_.00g066110"
"7884","PGEN_.00g066190"
"7885","PGEN_.00g066240"
"7886","PGEN_.00g066400"
"7887","PGEN_.00g066540"
"7888","PGEN_.00g066630"
"7889","PGEN_.00g066660"
"7890","PGEN_.00g066670"
"7891","PGEN_.00g066760"
"7892","PGEN_.00g066780"
"7893","PGEN_.00g066790"
"7894","PGEN_.00g066840"
"7895","PGEN_.00g066850"
"7896","PGEN_.00g066860"
"7897","PGEN_.00g066870"
"7898","PGEN_.00g066910"
"7899","PGEN_.00g066970"
"7900","PGEN_.00g066980"
"7901","PGEN_.00g067010"
"7902","PGEN_.00g067050"
"7903","PGEN_.00g067060"
"7904","PGEN_.00g067100"
"7905","PGEN_.00g067110"
"7906","PGEN_.00g067120"
"7907","PGEN_.00g067130"
"7908","PGEN_.00g067140"
"7909","PGEN_.00g067180"
"7910","PGEN_.00g067260"
"7911","PGEN_.00g067270"
"7912","PGEN_.00g067340"
"7913","PGEN_.00g067360"
"7914","PGEN_.00g067380"
"7915","PGEN_.00g067420"
"7916","PGEN_.00g067470"
"7917","PGEN_.00g067510"
"7918","PGEN_.00g067520"
"7919","PGEN_.00g067540"
"7920","PGEN_.00g067560"
"7921","PGEN_.00g067620"
"7922","PGEN_.00g067630"
"7923","PGEN_.00g067650"
"7924","PGEN_.00g067670"
"7925","PGEN_.00g067690"
"7926","PGEN_.00g067750"
"7927","PGEN_.00g067800"
"7928","PGEN_.00g067870"
"7929","PGEN_.00g067890"
"7930","PGEN_.00g067910"
"7931","PGEN_.00g067920"
"7932","PGEN_.00g067930"
"7933","PGEN_.00g067940"
"7934","PGEN_.00g067980"
"7935","PGEN_.00g068030"
"7936","PGEN_.00g068060"
"7937","PGEN_.00g068080"
"7938","PGEN_.00g068110"
"7939","PGEN_.00g068160"
"7940","PGEN_.00g068200"
"7941","PGEN_.00g068250"
"7942","PGEN_.00g068260"
"7943","PGEN_.00g068270"
"7944","PGEN_.00g068330"
"7945","PGEN_.00g068350"
"7946","PGEN_.00g068380"
"7947","PGEN_.00g068400"
"7948","PGEN_.00g068410"
"7949","PGEN_.00g068430"
"7950","PGEN_.00g068440"
"7951","PGEN_.00g068490"
"7952","PGEN_.00g068640"
"7953","PGEN_.00g068690"
"7954","PGEN_.00g068700"
"7955","PGEN_.00g068740"
"7956","PGEN_.00g068750"
"7957","PGEN_.00g068780"
"7958","PGEN_.00g068790"
"7959","PGEN_.00g068820"
"7960","PGEN_.00g068860"
"7961","PGEN_.00g068870"
"7962","PGEN_.00g068900"
"7963","PGEN_.00g068980"
"7964","PGEN_.00g069000"
"7965","PGEN_.00g069010"
"7966","PGEN_.00g069020"
"7967","PGEN_.00g069040"
"7968","PGEN_.00g069050"
"7969","PGEN_.00g069060"
"7970","PGEN_.00g069090"
"7971","PGEN_.00g069120"
"7972","PGEN_.00g069150"
"7973","PGEN_.00g069180"
"7974","PGEN_.00g069370"
"7975","PGEN_.00g069390"
"7976","PGEN_.00g069440"
"7977","PGEN_.00g069470"
"7978","PGEN_.00g069550"
"7979","PGEN_.00g069620"
"7980","PGEN_.00g069670"
"7981","PGEN_.00g069690"
"7982","PGEN_.00g069710"
"7983","PGEN_.00g069730"
"7984","PGEN_.00g069740"
"7985","PGEN_.00g069800"
"7986","PGEN_.00g069810"
"7987","PGEN_.00g069820"
"7988","PGEN_.00g069900"
"7989","PGEN_.00g069920"
"7990","PGEN_.00g069930"
"7991","PGEN_.00g069940"
"7992","PGEN_.00g069950"
"7993","PGEN_.00g069990"
"7994","PGEN_.00g070010"
"7995","PGEN_.00g070050"
"7996","PGEN_.00g070060"
"7997","PGEN_.00g070070"
"7998","PGEN_.00g070120"
"7999","PGEN_.00g070140"
"8000","PGEN_.00g070170"
"8001","PGEN_.00g070190"
"8002","PGEN_.00g070270"
"8003","PGEN_.00g070280"
"8004","PGEN_.00g070390"
"8005","PGEN_.00g070440"
"8006","PGEN_.00g070450"
"8007","PGEN_.00g070460"
"8008","PGEN_.00g070480"
"8009","PGEN_.00g070490"
"8010","PGEN_.00g070520"
"8011","PGEN_.00g070540"
"8012","PGEN_.00g070570"
"8013","PGEN_.00g070600"
"8014","PGEN_.00g070640"
"8015","PGEN_.00g070680"
"8016","PGEN_.00g070720"
"8017","PGEN_.00g070760"
"8018","PGEN_.00g070830"
"8019","PGEN_.00g070850"
"8020","PGEN_.00g070860"
"8021","PGEN_.00g070870"
"8022","PGEN_.00g070890"
"8023","PGEN_.00g070920"
"8024","PGEN_.00g070930"
"8025","PGEN_.00g070940"
"8026","PGEN_.00g070990"
"8027","PGEN_.00g071000"
"8028","PGEN_.00g071040"
"8029","PGEN_.00g071050"
"8030","PGEN_.00g071060"
"8031","PGEN_.00g071100"
"8032","PGEN_.00g071290"
"8033","PGEN_.00g071300"
"8034","PGEN_.00g071310"
"8035","PGEN_.00g071400"
"8036","PGEN_.00g071420"
"8037","PGEN_.00g071450"
"8038","PGEN_.00g071460"
"8039","PGEN_.00g071470"
"8040","PGEN_.00g071480"
"8041","PGEN_.00g071490"
