"gene"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"
"PGEN_.00g000180"	0.902711506714557	0.222079767293808	0.000130980800882437
"PGEN_.00g000280"	1.71285378317722e-07	0.627146382426752	8.25221706959982e-06
"PGEN_.00g000380"	0.365973910536032	0.992066638704659	0.201676298449968
"PGEN_.00g000500"	0.541159868358793	0.962695799572061	0.857962115256516
"PGEN_.00g000720"	0.175787310469219	0.190198447299144	0.795808414883147
"PGEN_.00g001170"	0.000472789628747175	0.033074265646583	0.000541185065189269
"PGEN_.00g001480"	0.235853782108011	0.140565234299058	0.345696221458213
"PGEN_.00g001730"	0.218686147535138	0.717411387090808	0.128449826032878
"PGEN_.00g001960"	0.0760283784257503	0.483620311487436	0.134274558257308
"PGEN_.00g002480"	0.38711587371228	0.850796407942421	0.732412179283961
"PGEN_.00g002580"	0.0342995943922518	0.864424447338787	0.103760646590395
"PGEN_.00g002940"	0.774304585686207	0.954687641489269	0.46771730519475
"PGEN_.00g003320"	2.91715424921727e-14	0.0919591737758477	1.31809529355579e-13
"PGEN_.00g003330"	1.44356797810951e-39	0.69566261327284	8.23140488263426e-05
"PGEN_.00g003490"	0.387871262575179	0.25022194327312	0.000859056178835678
"PGEN_.00g003510"	0.532554698555929	0.801460375859917	0.846023858802203
"PGEN_.00g003520"	0.0388651103174844	0.55474982847488	0.000768917623519648
"PGEN_.00g004050"	0.980202586441708	0.859597413096865	0.928959093067404
"PGEN_.00g004460"	0.461195392686506	0.314910735124238	1.15792760215324e-09
"PGEN_.00g004560"	0.288902556422075	0.0285694131605175	0.427705033311857
"PGEN_.00g004660"	0.564083292115332	0.583872091772485	0.903378436573252
"PGEN_.00g004670"	0.498614428370815	0.0235122819389397	0.35011731489891
"PGEN_.00g004690"	3.26918455272985e-05	0.596170156848761	0.282190489068255
"PGEN_.00g004740"	0.161681987797105	0.464830889640379	0.564146438670221
"PGEN_.00g004840"	0.848129490869109	0.859597413096865	0.686603414082209
"PGEN_.00g005260"	0.865504593231102	3.57240789247292e-06	0.331858896821128
"PGEN_.00g005480"	0.00659269629535707	0.844456997729494	0.943286910085403
"PGEN_.00g005700"	0.590323858402514	0.6029969791375	0.0519090981917252
"PGEN_.00g006120"	0.00120707914284034	0.0711700933806135	0.0363605899148703
"PGEN_.00g006890"	0.810458212168753	0.985874147640072	0.326709530622877
"PGEN_.00g006970"	0.832992585428334	0.663728725014238	0.756650071642146
"PGEN_.00g006980"	0.715881015143049	0.871141854084068	0.102863759135314
"PGEN_.00g007340"	0.0551100465657594	0.543182170350515	0.0756723930329098
"PGEN_.00g008040"	0.661762088957132	0.722974837374853	0.451380679610848
"PGEN_.00g008080"	0.879695050031548	0.610789787032852	0.0249829659105659
"PGEN_.00g008090"	0.620036758721446	0.0145249351214515	8.29525488754928e-07
"PGEN_.00g008500"	0.259005498499762	0.732341172226345	0.82153249539351
"PGEN_.00g009310"	0.12226912401282	0.758963450182656	0.0474363723192467
"PGEN_.00g009320"	3.59103936455488e-06	0.0385197366673949	0.155112327117899
"PGEN_.00g009870"	0.0428595998165402	0.954687641489269	0.21858132190129
"PGEN_.00g010030"	0.713347660605728	0.306027094416811	0.857962115256516
"PGEN_.00g010060"	0.868745954627707	0.972043114851193	0.156581111165082
"PGEN_.00g010200"	0.206605155964449	0.146048062221335	0.112410131966742
"PGEN_.00g010330"	0.0517217260316468	0.554675514967192	0.582371762568504
"PGEN_.00g010340"	0.826568578290717	0.0169018710104529	0.0102295879647003
"PGEN_.00g010440"	0.447411354781361	0.625130676241682	0.438732367156855
"PGEN_.00g010450"	0.0695436596025068	0.506639949671383	0.714518722770542
"PGEN_.00g010510"	0.376738255618305	0.503554678128563	0.0172093421525472
"PGEN_.00g010610"	1.78042371068993e-06	0.00748487336493934	8.35385281140744e-08
"PGEN_.00g010620"	0.247180740051765	0.271712526838316	0.449063979869807
"PGEN_.00g010650"	0.99023529101779	0.425823405563083	0.580190693625506
"PGEN_.00g010910"	0.826546754772649	0.000144408749743792	5.34489726903107e-07
"PGEN_.00g010970"	0.0342995943922518	0.000364638623555037	0.966960145863521
"PGEN_.00g011580"	0.333249846286176	0.874655745443246	0.00866349482546986
"PGEN_.00g011600"	0.457306612632787	0.934560852240742	0.653470059628569
"PGEN_.00g011710"	0.0134217701600827	0.339972943452401	0.973310732899346
"PGEN_.00g011990"	0.239882494882225	0.540448707038274	0.142807080321916
"PGEN_.00g013440"	0.479518290126627	0.87539788580027	0.354606205412768
"PGEN_.00g013580"	0.497879304141509	0.10150064575873	0.121578133598516
"PGEN_.00g013900"	0.0120701589418665	0.890138793135651	0.45849472530356
"PGEN_.00g013930"	0.896065839782833	0.293034569710574	0.843353296374817
"PGEN_.00g013960"	0.298134029162122	0.135193864334176	0.614531276329313
"PGEN_.00g013990"	0.00895241108565018	0.228218306718994	0.29570037355161
"PGEN_.00g014000"	0.113771473482557	0.813369922513086	0.669172890280333
"PGEN_.00g014370"	0.00406538124388367	0.00259954545912392	0.0104609373332842
"PGEN_.00g014630"	0.808255037775007	0.483249647623482	0.0429816411385338
"PGEN_.00g014820"	0.984838723392485	0.756549653815286	0.45849472530356
"PGEN_.00g015010"	0.797261612964958	0.129304069912514	0.342763791304302
"PGEN_.00g015120"	0.0870503943889047	0.813369922513086	0.950322537239316
"PGEN_.00g015740"	0.529461758155989	0.801452081918626	0.678016871283683
