"","x"
"176","GO:0007420"
"177","GO:0014069"
"178","GO:0015643"
"179","GO:0016524"
"180","GO:0030054"
"181","GO:0030246"
"182","GO:0030426"
"183","GO:0035584"
"184","GO:0042734"
"185","GO:0045202"
"186","GO:0050839"
"187","GO:0051965"
"188","GO:0090129"
"189","GO:0098978"
"190","GO:0099056"
"191","GO:0007186"
"192","GO:0016491"
"193","GO:0030745"
"194","GO:0052699"
"195","GO:0001561"
"196","GO:0001764"
"197","GO:0001967"
"198","GO:0005777"
"199","GO:0005778"
"200","GO:0005779"
"201","GO:0006625"
"202","GO:0016560"
"203","GO:0021795"
"204","GO:0043231"
"205","GO:0060152"
"206","GO:1990429"
"207","GO:0000184"
"208","GO:0001843"
"209","GO:0003730"
"210","GO:0003735"
"211","GO:0005815"
"212","GO:0005840"
"213","GO:0005925"
"214","GO:0006412"
"215","GO:0006413"
"216","GO:0006614"
"217","GO:0010628"
"218","GO:0019083"
"219","GO:0019901"
"220","GO:0022627"
"221","GO:0030154"
"222","GO:0042274"
"223","GO:0048027"
"224","GO:0050821"
"225","GO:1902255"
"226","GO:1904667"
"227","GO:1990904"
"228","GO:1990948"
"229","GO:2000059"
"230","GO:0006303"
"231","GO:0008022"
"232","GO:0016604"
"233","GO:0031573"
"234","GO:0070975"
"235","GO:0005773"
"236","GO:0005774"
"237","GO:0005794"
"238","GO:0009045"
"239","GO:0009536"
"240","GO:0042732"
"241","GO:0099503"
"242","GO:0006694"
"243","GO:0030176"
"244","GO:0030497"
"245","GO:0042761"
"246","GO:0102758"
"247","GO:0005759"
"248","GO:0010883"
"249","GO:0051213"
"250","GO:1902445"
"251","GO:0009712"
"252","GO:0018575"
"253","GO:0018576"
"254","GO:0019439"
"255","GO:0005506"
"256","GO:0016702"
"257","GO:0019614"
"258","GO:0019615"
"259","GO:0001732"
"260","GO:0003743"
"261","GO:0005852"
"262","GO:0016282"
"263","GO:0033290"
"264","GO:0071540"
"265","GO:0003334"
"266","GO:0003682"
"267","GO:0005929"
"268","GO:0007368"
"269","GO:0008544"
"270","GO:0030992"
"271","GO:0033630"
"272","GO:0035735"
"273","GO:0042073"
"274","GO:0048487"
"275","GO:0050680"
"276","GO:0060271"
"277","GO:1905515"
"278","GO:0004957"
"279","GO:0005623"
"280","GO:0006954"
"281","GO:0006955"
"282","GO:0007188"
"283","GO:0007204"
"284","GO:0007254"
"285","GO:0009612"
"286","GO:0030278"
"287","GO:0033624"
"288","GO:0042093"
"289","GO:0050710"
"290","GO:0050715"
"291","GO:0050728"
"292","GO:0050729"
"293","GO:0051492"
"294","GO:0060348"
"295","GO:0070371"
"296","GO:0071260"
"297","GO:0071380"
"298","GO:2000420"
"299","GO:0004197"
"300","GO:0005764"
"301","GO:0046718"
"302","GO:0005581"
"303","GO:0005615"
"304","GO:0045599"
"305","GO:0048147"
"306","GO:0070373"
"307","GO:0016614"
"308","GO:0050660"
"309","GO:0007160"
"310","GO:0009986"
"311","GO:0040008"
"312","GO:0004623"
"313","GO:0005765"
"314","GO:0102567"
"315","GO:0102568"
"316","GO:0000993"
"317","GO:0006368"
"318","GO:0008023"
"319","GO:0048096"
"320","GO:0000110"
"321","GO:0000784"
"322","GO:0001094"
"323","GO:0003684"
"324","GO:0003697"
"325","GO:0006289"
"326","GO:0006295"
"327","GO:0006296"
"328","GO:0009411"
"329","GO:0009650"
"330","GO:0010506"
"331","GO:0032205"
"332","GO:0033683"
"333","GO:0034644"
"334","GO:0047485"
"335","GO:0061819"
"336","GO:0070522"
"337","GO:1904357"
"338","GO:1905765"
"339","GO:1905768"
"340","GO:1990599"
"341","GO:1990841"
"342","GO:0010629"
"343","GO:0035356"
"344","GO:0045444"
"345","GO:0045721"
"346","GO:0070062"
"347","GO:0070165"
"348","GO:0070206"
"349","GO:0071638"
"350","GO:1900165"
"351","GO:1901223"
"352","GO:0061676"
"353","GO:0005324"
"354","GO:0005743"
"355","GO:0005782"
"356","GO:0006633"
"357","GO:0006635"
"358","GO:0007031"
"359","GO:0015910"
"360","GO:0016887"
"361","GO:0042626"
"362","GO:0042760"
"363","GO:0042803"
"364","GO:0043621"
"365","GO:0000786"
"366","GO:0031334"
"367","GO:0034184"
"368","GO:0035861"
"369","GO:0042405"
"370","GO:0044877"
"371","GO:1990166"
"372","GO:2000781"
"373","GO:0000922"
"374","GO:0005509"
"375","GO:0007159"
"376","GO:0007588"
"377","GO:0016323"
"378","GO:0016324"
"379","GO:0019864"
"380","GO:0031225"
"381","GO:0050801"
"382","GO:0060170"
"383","GO:0072218"
"384","GO:0072221"
"385","GO:0072233"
"386","GO:1990266"
"387","GO:0005102"
"388","GO:0048856"
"389","GO:0000287"
"390","GO:0001558"
"391","GO:0001894"
"392","GO:0001944"
"393","GO:0002039"
"394","GO:0004674"
"395","GO:0006468"
"396","GO:0006470"
"397","GO:0006914"
"398","GO:0007050"
"399","GO:0007283"
"400","GO:0007409"
"401","GO:0008285"
"402","GO:0010212"
"403","GO:0010508"
"404","GO:0030010"
"405","GO:0030275"
"406","GO:0030295"
"407","GO:0030308"
"408","GO:0030511"
"409","GO:0032147"
"410","GO:0042593"
"411","GO:0043276"
"412","GO:0045059"
"413","GO:0046777"
"414","GO:0048814"
"415","GO:0050772"
"416","GO:0050852"
"417","GO:0051645"
"418","GO:0051896"
"419","GO:0060070"
"420","GO:0060770"
"421","GO:0071493"
"422","GO:0072332"
"423","GO:0090090"
"424","GO:0097484"
"425","GO:0120163"
"426","GO:1900182"
"427","GO:1901796"
"428","GO:1904262"
"429","GO:0004066"
"430","GO:0006529"
"431","GO:0006541"
"432","GO:0006487"
"433","GO:0006488"
"434","GO:0006490"
"435","GO:0042281"
"436","GO:0046527"
"437","GO:0097225"
"438","GO:0005673"
"439","GO:0006367"
"440","GO:0005245"
"441","GO:0005891"
"442","GO:0006486"
"443","GO:0008460"
"444","GO:0009225"
"445","GO:0045232"
"446","GO:0001227"
"447","GO:0000122"
"448","GO:0000978"
"449","GO:0005911"
"450","GO:0007416"
"451","GO:0031987"
"452","GO:0042220"
"453","GO:0098742"
"454","GO:0000082"
"455","GO:0000086"
"456","GO:0000381"
"457","GO:0005070"
"458","GO:0006397"
"459","GO:0008143"
"460","GO:0008266"
"461","GO:0017124"
"462","GO:0045948"
"463","GO:0046831"
"464","GO:0046833"
"465","GO:0048024"
"466","GO:0051259"
"467","GO:0070618"
"468","GO:0000706"
"469","GO:0000737"
"470","GO:0000781"
"471","GO:0001541"
"472","GO:0003918"
"473","GO:0007129"
"474","GO:0007130"
"475","GO:0007131"
"476","GO:0007141"
"477","GO:0007286"
"478","GO:0016889"
"479","GO:0034502"
"480","GO:0042138"
"481","GO:0045141"
"482","GO:0048477"
"483","GO:1990918"
"484","GO:0005319"
"485","GO:0008289"
"486","GO:0016055"
"487","GO:0002244"
"488","GO:0003841"
"489","GO:0005635"
"490","GO:0006639"
"491","GO:0016024"
"492","GO:0016746"
"493","GO:0036149"
"494","GO:0002229"
"495","GO:0004675"
"496","GO:0006952"
"497","GO:0042742"
"498","GO:0090333"
"499","GO:1900425"
"500","GO:0001523"
"501","GO:0003958"
"502","GO:0006082"
"503","GO:0006690"
"504","GO:0006805"
"505","GO:0007565"
"506","GO:0008392"
"507","GO:0008395"
"508","GO:0008404"
"509","GO:0008405"
"510","GO:0016712"
"511","GO:0016853"
"512","GO:0019369"
"513","GO:0019373"
"514","GO:0020037"
"515","GO:0032966"
"516","GO:0035359"
"517","GO:0042738"
"518","GO:0043651"
"519","GO:0055114"
"520","GO:0070330"
"521","GO:0071614"
"522","GO:1904469"
"523","GO:0017144"
"524","GO:0043385"
"525","GO:0046677"
"526","GO:0070989"
"527","GO:0071615"
"528","GO:0002084"
"529","GO:0008474"
"530","GO:0052689"
"531","GO:0000209"
"532","GO:0004842"
"533","GO:0019902"
"534","GO:0031593"
"535","GO:0010564"
"536","GO:0042995"
"537","GO:0004063"
"538","GO:0004064"
"539","GO:0005543"
"540","GO:0008203"
"541","GO:0009636"
"542","GO:0010875"
"543","GO:0019372"
"544","GO:0032411"
"545","GO:0034364"
"546","GO:0034366"
"547","GO:0046395"
"548","GO:0046434"
"549","GO:0046470"
"550","GO:0051099"
"551","GO:0070542"
"552","GO:0072562"
"553","GO:0102007"
"554","GO:1902617"
"555","GO:0002027"
"556","GO:0003283"
"557","GO:0005200"
"558","GO:0005769"
"559","GO:0005856"
"560","GO:0006874"
"561","GO:0006888"
"562","GO:0006897"
"563","GO:0010881"
"564","GO:0010882"
"565","GO:0014704"
"566","GO:0015031"
"567","GO:0030018"
"568","GO:0030315"
"569","GO:0030507"
"570","GO:0030674"
"571","GO:0030913"
"572","GO:0031430"
"573","GO:0031647"
"574","GO:0031672"
"575","GO:0033292"
"576","GO:0033365"
"577","GO:0034394"
"578","GO:0034613"
"579","GO:0036309"
"580","GO:0036371"
"581","GO:0042383"
"582","GO:0043034"
"583","GO:0043194"
"584","GO:0043268"
"585","GO:0044325"
"586","GO:0045121"
"587","GO:0045211"
"588","GO:0051117"
"589","GO:0051279"
"590","GO:0051597"
"591","GO:0051924"
"592","GO:0051928"
"593","GO:0055037"
"594","GO:0055117"
"595","GO:0060307"
"596","GO:0070296"
"597","GO:0070972"
"598","GO:0072659"
"599","GO:0086004"
"600","GO:0086005"
"601","GO:0086014"
"602","GO:0086015"
"603","GO:0086046"
"604","GO:0086066"
"605","GO:0086070"
"606","GO:0086091"
"607","GO:0098907"
"608","GO:0098910"
"609","GO:0140031"
"610","GO:1901018"
"611","GO:1901019"
"612","GO:1901021"
"613","GO:2001259"
"614","GO:0002009"
"615","GO:0003854"
"616","GO:0004769"
"617","GO:0005758"
"618","GO:0008207"
"619","GO:0016616"
"620","GO:0021766"
"621","GO:0045171"
"622","GO:0102294"
"623","GO:0004888"
"624","GO:0005044"
"625","GO:0006707"
"626","GO:0006898"
"627","GO:0007155"
"628","GO:0010976"
"629","GO:0016322"
"630","GO:0016358"
"631","GO:0030169"
"632","GO:0030666"
"633","GO:0048680"
"634","GO:0005096"
"635","GO:0006886"
"636","GO:0017137"
"637","GO:0090630"
"638","GO:0005525"
"639","GO:0005851"
"640","GO:0007417"
"641","GO:0014003"
"642","GO:0042552"
"643","GO:0030578"
"644","GO:0032183"
"645","GO:0043488"
"646","GO:0045296"
"647","GO:0048471"
"648","GO:0016278"
"649","GO:0005788"
"650","GO:0009055"
"651","GO:0016032"
"652","GO:0019153"
"653","GO:0045454"
"654","GO:0051607"
"655","GO:0000398"
"656","GO:0000460"
"657","GO:0003724"
"658","GO:0006401"
"659","GO:0016076"
"660","GO:0016607"
"661","GO:0031499"
"662","GO:0071013"
"663","GO:0034332"
"664","GO:0062023"
"665","GO:0001568"
"666","GO:0001756"
"667","GO:0004867"
"668","GO:0005520"
"669","GO:0048570"
"670","GO:0001738"
"671","GO:0001750"
"672","GO:0001947"
"673","GO:0002092"
"674","GO:0005814"
"675","GO:0005912"
"676","GO:0006903"
"677","GO:0007169"
"678","GO:0010842"
"679","GO:0016192"
"680","GO:0030862"
"681","GO:0030902"
"682","GO:0035844"
"683","GO:0035845"
"684","GO:0036038"
"685","GO:0036064"
"686","GO:0039008"
"687","GO:0039023"
"688","GO:0043066"
"689","GO:0045927"
"690","GO:0046325"
"691","GO:0046548"
"692","GO:0046549"
"693","GO:0050708"
"694","GO:0050795"
"695","GO:0060041"
"696","GO:0065001"
"697","GO:0070121"
"698","GO:0070986"
"699","GO:0071599"
"700","GO:0097730"
"701","GO:0120206"
"702","GO:0021510"
"703","GO:0032094"
"704","GO:1990403"
"705","GO:0001786"
"706","GO:0005546"
"707","GO:0005905"
"708","GO:0008092"
"709","GO:0010324"
"710","GO:0030136"
"711","GO:0035091"
"712","GO:0048268"
"713","GO:0048488"
"714","GO:0072583"
"715","GO:0098835"
"716","GO:0007339"
"717","GO:0098609"
"718","GO:0061024"
"719","GO:0006355"
"720","GO:0046983"
"721","GO:0006511"
"722","GO:0016579"
"723","GO:0002223"
"724","GO:0003091"
"725","GO:0004691"
"726","GO:0005952"
"727","GO:0007596"
"728","GO:0010737"
"729","GO:0034199"
"730","GO:0034237"
"731","GO:0034380"
"732","GO:0051447"
"733","GO:0070613"
"734","GO:0071377"
"735","GO:0097338"
"736","GO:0097546"
"737","GO:1901621"
"738","GO:0007314"
"739","GO:0007317"
"740","GO:0007448"
"741","GO:0007476"
"742","GO:0007615"
"743","GO:0007622"
"744","GO:0008103"
"745","GO:0008355"
"746","GO:0008359"
"747","GO:0019933"
"748","GO:0032436"
"749","GO:0040040"
"750","GO:0044297"
"751","GO:0045187"
"752","GO:0045879"
"753","GO:0045880"
"754","GO:0046823"
"755","GO:0048149"
"756","GO:0048682"
"757","GO:0048749"
"758","GO:0050804"
"759","GO:0071361"
"760","GO:2000249"
"761","GO:0016042"
"762","GO:0016787"
"763","GO:0003015"
"764","GO:0003380"
"765","GO:0003924"
"766","GO:0005834"
"767","GO:0007391"
"768","GO:0007637"
"769","GO:0010470"
"770","GO:0031680"
"771","GO:0031681"
"772","GO:0035050"
"773","GO:0043519"
"774","GO:0045176"
"775","GO:0048383"
"776","GO:0055059"
"777","GO:0060027"
"778","GO:0061343"
"779","GO:0030215"
"780","GO:0048675"
"781","GO:0050908"
"782","GO:0097485"
"783","GO:1990138"
"784","GO:0000226"
"785","GO:0005085"
"786","GO:0007264"
"787","GO:0022027"
"788","GO:0031175"
"789","GO:0033138"
"790","GO:0045178"
"791","GO:0045200"
"792","GO:0048365"
"793","GO:0050767"
"794","GO:1904754"
"795","GO:0032608"
"796","GO:0034340"
"797","GO:0070534"
"798","GO:0001653"
"799","GO:0004383"
"800","GO:0006182"
"801","GO:0007168"
"802","GO:0019934"
"803","GO:0038023"
"804","GO:0007275"
"805","GO:0042438"
"806","GO:0060179"
"807","GO:0000242"
"808","GO:0004672"
"809","GO:0004713"
"810","GO:0007049"
"811","GO:0016301"
"812","GO:0023014"
"813","GO:0034451"
"814","GO:0042769"
"815","GO:0051301"
"816","GO:0071889"
"817","GO:0003382"
"818","GO:0003700"
"819","GO:0006357"
"820","GO:0007399"
"821","GO:0007402"
"822","GO:0007419"
"823","GO:0007424"
"824","GO:0007426"
"825","GO:0007464"
"826","GO:0008362"
"827","GO:0008543"
"828","GO:0035159"
"829","GO:0040003"
"830","GO:0042052"
"831","GO:0042127"
"832","GO:0043565"
"833","GO:0061041"
"834","GO:0000790"
"835","GO:0000981"
"836","GO:0001228"
"837","GO:0002934"
"838","GO:0019216"
"839","GO:0031490"
"840","GO:0044212"
"841","GO:0045616"
"842","GO:0061436"
"843","GO:0008188"
"844","GO:0008528"
"845","GO:0032870"
"846","GO:0000166"
"847","GO:0000253"
"848","GO:0004303"
"849","GO:0006703"
"850","GO:0072555"
"851","GO:0072582"
"852","GO:0004059"
"853","GO:0004060"
"854","GO:0006584"
"855","GO:0008080"
"856","GO:0030187"
"857","GO:0030431"
"858","GO:0042420"
"859","GO:0042429"
"860","GO:0046334"
"861","GO:0048066"
"862","GO:0019905"
"863","GO:0043161"
"864","GO:0000118"
"865","GO:0003714"
"866","GO:0004407"
"867","GO:0006325"
"868","GO:0008134"
"869","GO:0017053"
"870","GO:0032041"
"871","GO:0070491"
"872","GO:0070932"
"873","GO:0070933"
"874","GO:0016705"
"875","GO:0000151"
"876","GO:0051865"
"877","GO:0006606"
"878","GO:0008139"
"879","GO:0008536"
"880","GO:0061608"
"881","GO:0008296"
"882","GO:0016888"
"883","GO:0005881"
"884","GO:0005938"
"885","GO:0032154"
"886","GO:0006508"
"887","GO:0005796"
"888","GO:0006024"
"889","GO:0008146"
"890","GO:0008467"
"891","GO:0007602"
"892","GO:0000785"
"893","GO:2000042"
"894","GO:0001958"
"895","GO:0003006"
"896","GO:0004035"
"897","GO:0016311"
"898","GO:0016462"
"899","GO:0031012"
"900","GO:0033280"
"901","GO:0051384"
"902","GO:0065010"
"903","GO:0071407"
"904","GO:0071529"
"905","GO:0003727"
"906","GO:0016556"
"907","GO:0030895"
"908","GO:0006620"
"909","GO:0030433"
"910","GO:0072380"
"911","GO:1903646"
"912","GO:0006099"
"913","GO:0030060"
"914","GO:0006103"
"915","GO:0006536"
"916","GO:0008483"
"917","GO:0009058"
"918","GO:0016212"
"919","GO:0030170"
"920","GO:0033512"
"921","GO:0047536"
"922","GO:0070189"
"923","GO:1901605"
"924","GO:0000175"
"925","GO:0004535"
"926","GO:0015030"
"927","GO:0017069"
"928","GO:0034472"
"929","GO:0090503"
"930","GO:0043652"
"931","GO:0070782"
"932","GO:1902742"
"933","GO:0014733"
"934","GO:0016529"
"935","GO:0032515"
"936","GO:0070885"
"937","GO:0035556"
"938","GO:0050321"
"939","GO:0007163"
"940","GO:0009880"
"941","GO:0009949"
"942","GO:0018105"
"943","GO:0032035"
"944","GO:0040025"
"945","GO:0043186"
"946","GO:0045167"
"947","GO:0071944"
"948","GO:0004679"
"949","GO:0006754"
"950","GO:0007005"
"951","GO:0019954"
"952","GO:0031285"
"953","GO:0046956"
"954","GO:0060176"
"955","GO:1901261"
"956","GO:1903665"
"957","GO:0000976"
"958","GO:0001158"
"959","GO:0001501"
"960","GO:0001822"
"961","GO:0001841"
"962","GO:0002089"
"963","GO:0003151"
"964","GO:0003211"
"965","GO:0003357"
"966","GO:0008284"
"967","GO:0014009"
"968","GO:0014032"
"969","GO:0017015"
"970","GO:0021782"
"971","GO:0030182"
"972","GO:0030513"
"973","GO:0035332"
"974","GO:0035914"
"975","GO:0044798"
"976","GO:0045666"
"977","GO:0045669"
"978","GO:0045778"
"979","GO:0045893"
"980","GO:0046887"
"981","GO:0048485"
"982","GO:0048557"
"983","GO:0048704"
"984","GO:0050672"
"985","GO:0050769"
"986","GO:0060022"
"987","GO:0060023"
"988","GO:0060174"
"989","GO:0060253"
"990","GO:0060412"
"991","GO:0060425"
"992","GO:0060548"
"993","GO:0060563"
"994","GO:0061029"
"995","GO:0061053"
"996","GO:0061303"
"997","GO:0061386"
"998","GO:0072395"
"999","GO:2000648"
"1000","GO:2000678"
"1001","GO:2001111"
"1002","GO:0000979"
"1003","GO:0010468"
"1004","GO:0016605"
"1005","GO:0016925"
"1006","GO:0030512"
"1007","GO:0060633"
"1008","GO:0061665"
"1009","GO:2000616"
"1010","GO:0001701"
"1011","GO:0045665"
"1012","GO:0045807"
"1013","GO:0006829"
"1014","GO:0008324"
"1015","GO:0003951"
"1016","GO:0006741"
"1017","GO:0019674"
"1018","GO:0005975"
"1019","GO:0016773"
"1020","GO:0004712"
"1021","GO:0030036"
"1022","GO:0031953"
"1023","GO:0032880"
"1024","GO:0051496"
"1025","GO:0071901"
"1026","GO:0048041"
"1027","GO:0000139"
"1028","GO:0006493"
"1029","GO:0006682"
"1030","GO:0008375"
"1031","GO:0008376"
"1032","GO:0008499"
"1033","GO:0009312"
"1034","GO:0030259"
"1035","GO:0047275"
"1036","GO:0022612"
"1037","GO:0035264"
"1038","GO:0035265"
"1039","GO:0060252"
"1040","GO:0060736"
"1041","GO:0015459"
"1042","GO:0048812"
"1043","GO:0000179"
"1044","GO:0031419"
"1045","GO:0061631"
"1046","GO:0004164"
"1047","GO:0017183"
"1048","GO:0005874"
"1049","GO:0046907"
"1050","GO:0004176"
"1051","GO:0004252"
"1052","GO:0006515"
"1053","GO:0009368"
"1054","GO:0051603"
"1055","GO:0001514"
"1056","GO:0009968"
"1057","GO:0042273"
"1058","GO:0006783"
"1059","GO:0006839"
"1060","GO:0030218"
"1061","GO:0070453"
"1062","GO:0000977"
"1063","GO:0008340"
"1064","GO:0018024"
"1065","GO:0006629"
"1066","GO:0030687"
"1067","GO:0070545"
"1068","GO:0005801"
"1069","GO:0030173"
"1070","GO:0035269"
"1071","GO:0015297"
"1072","GO:0022857"
"1073","GO:0004090"
"1074","GO:0005997"
"1075","GO:0006006"
"1076","GO:0016655"
"1077","GO:0044105"
"1078","GO:0047880"
"1079","GO:0050038"
"1080","GO:0051289"
"1081","GO:0006909"
"1082","GO:0006935"
"1083","GO:0001103"
"1084","GO:0016575"
"1085","GO:0031937"
"1086","GO:0042826"
"1087","GO:0003341"
"1088","GO:0005858"
"1089","GO:0007018"
"1090","GO:0045503"
"1091","GO:0045504"
"1092","GO:0000413"
"1093","GO:0000747"
"1094","GO:0003755"
"1095","GO:0061077"
"1096","GO:0001503"
"1097","GO:0001656"
"1098","GO:0001657"
"1099","GO:0001707"
"1100","GO:0001823"
"1101","GO:0001837"
"1102","GO:0003272"
"1103","GO:0003344"
"1104","GO:0005125"
"1105","GO:0005160"
"1106","GO:0007411"
"1107","GO:0008083"
"1108","GO:0008201"
"1109","GO:0010664"
"1110","GO:0010718"
"1111","GO:0010800"
"1112","GO:0010862"
"1113","GO:0021502"
"1114","GO:0030326"
"1115","GO:0030501"
"1116","GO:0030509"
"1117","GO:0030855"
"1118","GO:0031982"
"1119","GO:0032088"
"1120","GO:0034116"
"1121","GO:0034504"
"1122","GO:0042326"
"1123","GO:0042475"
"1124","GO:0043065"
"1125","GO:0043401"
"1126","GO:0043407"
"1127","GO:0043408"
"1128","GO:0045746"
"1129","GO:0045786"
"1130","GO:0045839"
"1131","GO:0048468"
"1132","GO:0048738"
"1133","GO:0048754"
"1134","GO:0048762"
"1135","GO:0051216"
"1136","GO:0060037"
"1137","GO:0060272"
"1138","GO:0060393"
"1139","GO:0060395"
"1140","GO:0060411"
"1141","GO:0060445"
"1142","GO:0060485"
"1143","GO:0060686"
"1144","GO:0060687"
"1145","GO:0060710"
"1146","GO:0061384"
"1147","GO:0070487"
"1148","GO:0071456"
"1149","GO:0071773"
"1150","GO:0072040"
"1151","GO:0072125"
"1152","GO:0072133"
"1153","GO:0072134"
"1154","GO:0072136"
"1155","GO:1900006"
"1156","GO:1900106"
"1157","GO:1905069"
"1158","GO:1905312"
"1159","GO:2000121"
"1160","GO:0051537"
"1161","GO:0051453"
"1162","GO:0070072"
"1163","GO:0070863"
"1164","GO:2000010"
"1165","GO:0015935"
"1166","GO:0007266"
"1167","GO:0031594"
"1168","GO:0045467"
"1169","GO:0048786"
"1170","GO:0048789"
"1171","GO:0048790"
"1172","GO:0048846"
"1173","GO:0097479"
"1174","GO:0098831"
"1175","GO:1990709"
"1176","GO:0007520"
"1177","GO:0005768"
"1178","GO:1990126"
"1179","GO:0004017"
"1180","GO:0006172"
"1181","GO:0006756"
"1182","GO:0046033"
"1183","GO:0046034"
"1184","GO:0046039"
"1185","GO:0046041"
"1186","GO:0046051"
"1187","GO:0046060"
"1188","GO:0046899"
"1189","GO:0010835"
"1190","GO:0004518"
"1191","GO:0004222"
"1192","GO:0009967"
"1193","GO:0030198"
"1194","GO:0045636"
"1195","GO:0004709"
"1196","GO:0007147"
"1197","GO:0007292"
"1198","GO:0045930"
"1199","GO:0045998"
"1200","GO:0003910"
"1201","GO:0005958"
"1202","GO:0006260"
"1203","GO:0006297"
"1204","GO:0032807"
"1205","GO:0033152"
"1206","GO:0051103"
"1207","GO:0070419"
"1208","GO:0071897"
"1209","GO:0003974"
"1210","GO:0003978"
"1211","GO:0019388"
"1212","GO:0033499"
"1213","GO:0002227"
"1214","GO:0003401"
"1215","GO:0048935"
"1216","GO:0060026"
"1217","GO:0060049"
"1218","GO:0004341"
"1219","GO:0019853"
"1220","GO:0030234"
"1221","GO:0032781"
"1222","GO:0050848"
"1223","GO:0005681"
"1224","GO:0005686"
"1225","GO:0030620"
"1226","GO:0071005"
"1227","GO:0071007"
"1228","GO:0043523"
"1229","GO:0000002"
"1230","GO:0000723"
"1231","GO:0043139"
"1232","GO:0005267"
"1233","GO:0006366"
"1234","GO:0010960"
"1235","GO:0030510"
"1236","GO:0035136"
"1237","GO:0035137"
"1238","GO:0035810"
"1239","GO:0035909"
"1240","GO:0043524"
"1241","GO:0043525"
"1242","GO:0043588"
"1243","GO:0045595"
"1244","GO:0046982"
"1245","GO:0050796"
"1246","GO:0055062"
"1247","GO:0055074"
"1248","GO:0055075"
"1249","GO:0055078"
